"concept_id","concept_code","vocabulary_id","codeset","concept_name"
41082183,"OMOP2280145","Dobutamine Injectable Solution [Dobutamin Hameln]","pressors","Dobutamine Injectable Solution [Dobutamin Hameln]"
41086257,"OMOP2284219","Dopamine 5 MG/ML Injectable Solution Box of 1","pressors","Dopamine 5 MG/ML Injectable Solution Box of 1"
41086264,"OMOP2284226","Dobutamine 12.5 MG/ML Injectable Suspension","pressors","Dobutamine 12.5 MG/ML Injectable Suspension"
41086265,"OMOP2284227","Dobutamine 14 MG/ML Injectable Solution Box of 10","pressors","Dobutamine 14 MG/ML Injectable Solution Box of 10"
41096638,"OMOP2294600","Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10","pressors","Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10"
41096692,"OMOP2294654","Dobutamine 250 MG Injectable Solution [Dobutamin Hexal]","pressors","Dobutamine 250 MG Injectable Solution [Dobutamin Hexal]"
41096693,"OMOP2294655","Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1000","pressors","Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1000"
41109553,"OMOP2307515","Milrinone 1.42 MG/ML [Milrinon Rotexmedica]","pressors","Milrinone 1.42 MG/ML [Milrinon Rotexmedica]"
41116340,"OMOP2314302","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 50","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 50"
41117493,"OMOP2315455","Dopamine 5 MG/ML Injectable Solution Box of 25","pressors","Dopamine 5 MG/ML Injectable Solution Box of 25"
41117494,"OMOP2315456","Dopamine 12 MG/ML Injectable Solution Box of 10","pressors","Dopamine 12 MG/ML Injectable Solution Box of 10"
41117495,"OMOP2315457","Dopamine 20 MG/ML Injectable Solution Box of 5","pressors","Dopamine 20 MG/ML Injectable Solution Box of 5"
41117496,"OMOP2315458","Dopamine 40 MG/ML Injectable Solution Box of 5","pressors","Dopamine 40 MG/ML Injectable Solution Box of 5"
41117505,"OMOP2315467","Dobutamine 11.2 MG/ML Injectable Solution Box of 50","pressors","Dobutamine 11.2 MG/ML Injectable Solution Box of 50"
41117506,"OMOP2315468","Dobutamine 14 MG/ML Injectable Solution","pressors","Dobutamine 14 MG/ML Injectable Solution"
41124883,"OMOP2322845","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 50","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 50"
41127951,"OMOP2325913","Dobutamine 250 MG Injectable Solution [Dobutrex] Box of 10","pressors","Dobutamine 250 MG Injectable Solution [Dobutrex] Box of 10"
41127952,"OMOP2325914","Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10","pressors","Dobutamine 5 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10"
41127953,"OMOP2325915","Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 100","pressors","Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 100"
41127954,"OMOP2325916","Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","Dobutamine 14 MG/ML Injectable Solution [Dobutamin Hexal]"
41148967,"OMOP2346929","Dopamine 20 MG/ML Injectable Solution Box of 50","pressors","Dopamine 20 MG/ML Injectable Solution Box of 50"
41148968,"OMOP2346930","Dopamine 3.2 MG/ML Injectable Solution","pressors","Dopamine 3.2 MG/ML Injectable Solution"
41148974,"OMOP2346936","Dobutamine 14 MG/ML Injectable Solution Box of 1000","pressors","Dobutamine 14 MG/ML Injectable Solution Box of 1000"
41148975,"OMOP2346937","Dobutamine 14 MG/ML Injectable Solution Box of 250","pressors","Dobutamine 14 MG/ML Injectable Solution Box of 250"
41159462,"OMOP2357424","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal]"
41159465,"OMOP2357427","Dobutamine 250 MG Injectable Solution [Dobutrex] Box of 50","pressors","Dobutamine 250 MG Injectable Solution [Dobutrex] Box of 50"
41172000,"OMOP2369962","Milrinone 1.42 MG/ML [Milrinon Hikma]","pressors","Milrinone 1.42 MG/ML [Milrinon Hikma]"
41172001,"OMOP2369963","Milrinone 1.42 MG/ML [Milrinon Carino]","pressors","Milrinone 1.42 MG/ML [Milrinon Carino]"
41172797,"OMOP2370759","Dobutamine 5.6 MG/ML [Dobutamin Hexal]","pressors","Dobutamine 5.6 MG/ML [Dobutamin Hexal]"
41172798,"OMOP2370760","Dobutamine 5 MG/ML [Dobutamin Hameln]","pressors","Dobutamine 5 MG/ML [Dobutamin Hameln]"
41175273,"OMOP2373235","Milrinone Injectable Solution [Milrinon Stragen]","pressors","Milrinone Injectable Solution [Milrinon Stragen]"
41180051,"OMOP2378013","Dopamine 5 MG/ML Injectable Solution Box of 300","pressors","Dopamine 5 MG/ML Injectable Solution Box of 300"
41180052,"OMOP2378014","Dopamine 3.2 MG/ML Injectable Solution Box of 12","pressors","Dopamine 3.2 MG/ML Injectable Solution Box of 12"
41180053,"OMOP2378015","Dopamine 10 MG/ML Injectable Solution Box of 300","pressors","Dopamine 10 MG/ML Injectable Solution Box of 300"
41180064,"OMOP2378026","Dobutamine 5 MG/ML Injectable Solution Box of 5","pressors","Dobutamine 5 MG/ML Injectable Solution Box of 5"
41182646,"OMOP2380608","Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 30","pressors","Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 30"
41186711,"OMOP2384673","Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma] Box of 10","pressors","Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma] Box of 10"
41190567,"OMOP2388529","Dobutamine 250 MG Injectable Solution [Dobutamin Hexal] Box of 1","pressors","Dobutamine 250 MG Injectable Solution [Dobutamin Hexal] Box of 1"
41207525,"OMOP2405487","Dobutamine Injectable Suspension [Dobutrex]","pressors","Dobutamine Injectable Suspension [Dobutrex]"
41210330,"OMOP2408292","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution"
41211494,"OMOP2409456","Dopamine 20 MG/ML Injectable Solution Box of 100","pressors","Dopamine 20 MG/ML Injectable Solution Box of 100"
41221685,"OMOP2419647","Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5","pressors","Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5"
41235251,"OMOP2433213","Dopamine 20 MG/ML [Dopamin Ratiopharm]","pressors","Dopamine 20 MG/ML [Dopamin Ratiopharm]"
41236530,"OMOP2434492","Dobutamine Injectable Suspension","pressors","Dobutamine Injectable Suspension"
41237860,"OMOP2435822","Lidocaine / Norepinephrine / Vasopressin (USP) Injectable Solution [Neo Lidocaton]","pressors","Lidocaine / Norepinephrine / Vasopressin (USP) Injectable Solution [Neo Lidocaton]"
41238442,"OMOP2436404","Dopamine Injectable Solution [Dopamin Solvay]","pressors","Dopamine Injectable Solution [Dopamin Solvay]"
41239550,"OMOP2437512","Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 50","pressors","Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 50"
41240991,"OMOP2438953","Milrinone 1.42 MG/ML Injectable Solution","pressors","Milrinone 1.42 MG/ML Injectable Solution"
41241284,"OMOP2439246","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 5","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 5"
41241285,"OMOP2439247","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution"
41242391,"OMOP2440353","Dopamine 20 MG/ML Injectable Solution Box of 10","pressors","Dopamine 20 MG/ML Injectable Solution Box of 10"
41242399,"OMOP2440361","Dobutamine 0.1 MG/ML Injectable Solution Box of 1","pressors","Dobutamine 0.1 MG/ML Injectable Solution Box of 1"
41242400,"OMOP2440362","Dobutamine 5.6 MG/ML Injectable Solution Box of 1","pressors","Dobutamine 5.6 MG/ML Injectable Solution Box of 1"
41242401,"OMOP2440363","Dobutamine 5 MG/ML Injectable Solution","pressors","Dobutamine 5 MG/ML Injectable Solution"
41242402,"OMOP2440364","Dobutamine 14 MG/ML Injectable Solution Box of 500","pressors","Dobutamine 14 MG/ML Injectable Solution Box of 500"
41244928,"OMOP2442890","Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 50","pressors","Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 50"
41249768,"OMOP2447730","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 100","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 100"
41252663,"OMOP2450625","Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay]","pressors","Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay]"
41252664,"OMOP2450626","Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5","pressors","Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5"
41252668,"OMOP2450630","Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10","pressors","Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10"
41252710,"OMOP2450672","Dobutamine 250 MG Injectable Solution [Dobutrex]","pressors","Dobutamine 250 MG Injectable Solution [Dobutrex]"
41273275,"OMOP2471237","Dopamine 40 MG/ML Injectable Solution Box of 50","pressors","Dopamine 40 MG/ML Injectable Solution Box of 50"
41279791,"OMOP2477753","Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica]","pressors","Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica]"
41283601,"OMOP2481563","Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 300","pressors","Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 300"
41283602,"OMOP2481564","Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 30","pressors","Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 30"
41283604,"OMOP2481566","Dopamine 10 MG/ML Injectable Solution [Cardiosteril]","pressors","Dopamine 10 MG/ML Injectable Solution [Cardiosteril]"
41298308,"OMOP2496270","Lidocaine / Norepinephrine / Vasopressin (USP) Injectable Solution","pressors","Lidocaine / Norepinephrine / Vasopressin (USP) Injectable Solution"
41303265,"OMOP2501227","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 1000","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 1000"
41303266,"OMOP2501228","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 100","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 100"
41304336,"OMOP2502298","Dopamine 5 MG/ML Injectable Solution Box of 20","pressors","Dopamine 5 MG/ML Injectable Solution Box of 20"
41304337,"OMOP2502299","Dopamine 5 MG/ML Injectable Solution Box of 10","pressors","Dopamine 5 MG/ML Injectable Solution Box of 10"
41304338,"OMOP2502300","Dopamine 10 MG/ML Injectable Solution Box of 100","pressors","Dopamine 10 MG/ML Injectable Solution Box of 100"
41304346,"OMOP2502308","Dobutamine 5 MG/ML Injectable Solution Box of 10","pressors","Dobutamine 5 MG/ML Injectable Solution Box of 10"
41304347,"OMOP2502309","Dobutamine 14 MG/ML Injectable Solution Box of 50","pressors","Dobutamine 14 MG/ML Injectable Solution Box of 50"
41306966,"OMOP2504928","Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10","pressors","Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10"
41311895,"OMOP2509857","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 100","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 100"
41311896,"OMOP2509858","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 1000","pressors","Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 1000"
41314878,"OMOP2512840","Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 50","pressors","Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 50"
41314879,"OMOP2512841","Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay]","pressors","Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay]"
41314918,"OMOP2512880","Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal]","pressors","Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal]"
41314920,"OMOP2512882","Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1","pressors","Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 1"
41323601,"OMOP2521563","Dobutamine 250 MG Injectable Suspension Box of 1 by Ratiopharm","pressors","Dobutamine 250 MG Injectable Suspension Box of 1 by Ratiopharm"
41327505,"OMOP2525467","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 10","pressors","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 10"
41327696,"OMOP2525658","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10","pressors","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10"
41328357,"OMOP2526319","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 50","pressors","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 50"
41328986,"OMOP2526948","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin]","pressors","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin]"
41330158,"OMOP2528120","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution Box of 10","pressors","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution Box of 10"
41330159,"OMOP2528121","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 50","pressors","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 50"
41330969,"OMOP2528931","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin]","pressors","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin]"
41332314,"OMOP2530276","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 10","pressors","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 10"
41335534,"OMOP2533496","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution Box of 30","pressors","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution Box of 30"
41335730,"OMOP2533692","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 30","pressors","1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 30"
41336024,"OMOP2533986","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10 by Pfizer","pressors","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10 by Pfizer"
41336857,"OMOP2534819","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution","pressors","1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution"
41352079,"OMOP2550041","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5"
41352357,"OMOP2550319","5 ML Dopamine 40 MG/ML Injectable Solution Box of 10","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 10"
41352583,"OMOP2550545","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay]","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay]"
41353666,"OMOP2551628","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10"
41353952,"OMOP2551914","5 ML Dopamine 10 MG/ML Injectable Solution Box of 1","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 1"
41354874,"OMOP2552836","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10 by Fresenius","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10 by Fresenius"
41355388,"OMOP2553350","5 ML Dopamine 10 MG/ML Injectable Solution Box of 10 by Fresenius","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 10 by Fresenius"
41355389,"OMOP2553351","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5 by Ratiopharm","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5 by Ratiopharm"
41355554,"OMOP2553516","5 ML Dopamine 40 MG/ML Injectable Solution Box of 300","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 300"
41355555,"OMOP2553517","5 ML Dopamine 40 MG/ML Injectable Solution Box of 5","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 5"
41355556,"OMOP2553518","5 ML Dopamine 10 MG/ML Injectable Solution Box of 300","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 300"
41355557,"OMOP2553519","5 ML Dopamine 10 MG/ML Injectable Solution Box of 50","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 50"
41355951,"OMOP2553913","5 ML Dopamine 10 MG/ML Injectable Solution Box of 30 by Carinopharm","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 30 by Carinopharm"
41356293,"OMOP2554255","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm]","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm]"
41356589,"OMOP2554551","5 ML Dopamine 40 MG/ML Injectable Solution Box of 50","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 50"
41356590,"OMOP2554552","5 ML Dopamine 10 MG/ML Injectable Solution Box of 100","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 100"
41356838,"OMOP2554800","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 50","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 50"
41357009,"OMOP2554971","5 ML Dopamine 40 MG/ML Injectable Solution Box of 10 by Fresenius","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 10 by Fresenius"
41357408,"OMOP2555370","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 300","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 300"
41357954,"OMOP2555916","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 100","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 100"
41358265,"OMOP2556227","5 ML Dopamine 40 MG/ML Injectable Solution Box of 100","pressors","5 ML Dopamine 40 MG/ML Injectable Solution Box of 100"
41358502,"OMOP2556464","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril]","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril]"
41358813,"OMOP2556775","5 ML Dopamine 10 MG/ML Injectable Solution Box of 30","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 30"
41359061,"OMOP2557023","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 30","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 30"
41359374,"OMOP2557336","5 ML Dopamine 10 MG/ML Injectable Solution Box of 10","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 10"
41359375,"OMOP2557337","5 ML Dopamine 10 MG/ML Injectable Solution Box of 5","pressors","5 ML Dopamine 10 MG/ML Injectable Solution Box of 5"
41359871,"OMOP2557833","5 ML Dopamine 40 MG/ML Injectable Solution","pressors","5 ML Dopamine 40 MG/ML Injectable Solution"
41359872,"OMOP2557834","5 ML Dopamine 10 MG/ML Injectable Solution","pressors","5 ML Dopamine 10 MG/ML Injectable Solution"
41360115,"OMOP2558077","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 1","pressors","5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 1"
41361650,"OMOP2559612","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Carino]","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Carino]"
41362123,"OMOP2560085","10 ML Milrinone 1.42 MG/ML Injectable Solution Box of 10","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution Box of 10"
41362214,"OMOP2560176","10 ML Dopamine 5 MG/ML Injectable Solution Box of 25","pressors","10 ML Dopamine 5 MG/ML Injectable Solution Box of 25"
41362438,"OMOP2560400","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma] Box of 10","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma] Box of 10"
41362439,"OMOP2560401","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen] Box of 10","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen] Box of 10"
41362975,"OMOP2560937","10 ML Dopamine 5 MG/ML Injectable Solution Box of 300","pressors","10 ML Dopamine 5 MG/ML Injectable Solution Box of 300"
41363291,"OMOP2561253","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5"
41363591,"OMOP2561553","10 ML Milrinone 1.42 MG/ML Injectable Solution","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution"
41363678,"OMOP2561640","10 ML Dopamine 5 MG/ML Injectable Solution","pressors","10 ML Dopamine 5 MG/ML Injectable Solution"
41365157,"OMOP2563119","10 ML Dopamine 5 MG/ML Injectable Solution Box of 5","pressors","10 ML Dopamine 5 MG/ML Injectable Solution Box of 5"
41366476,"OMOP2564438","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10 by Mylan","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10 by Mylan"
41366477,"OMOP2564439","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5 by Ratiopharm","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm] Box of 5 by Ratiopharm"
41366683,"OMOP2564645","10 ML Dopamine 20 MG/ML Injectable Solution Box of 100","pressors","10 ML Dopamine 20 MG/ML Injectable Solution Box of 100"
41366684,"OMOP2564646","10 ML Dopamine 20 MG/ML Injectable Solution Box of 5","pressors","10 ML Dopamine 20 MG/ML Injectable Solution Box of 5"
41368364,"OMOP2566326","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen]","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen]"
41368486,"OMOP2566448","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 100","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 100"
41368487,"OMOP2566449","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm]","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Ratiopharm]"
41369159,"OMOP2567121","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Carino] Box of 10","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Carino] Box of 10"
41369297,"OMOP2567259","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay]","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay]"
41369710,"OMOP2567672","10 ML Dopamine 5 MG/ML Injectable Solution Box of 10","pressors","10 ML Dopamine 5 MG/ML Injectable Solution Box of 10"
41370480,"OMOP2568442","10 ML Dopamine 20 MG/ML Injectable Solution Box of 10","pressors","10 ML Dopamine 20 MG/ML Injectable Solution Box of 10"
41370481,"OMOP2568443","10 ML Dopamine 20 MG/ML Injectable Solution","pressors","10 ML Dopamine 20 MG/ML Injectable Solution"
41371421,"OMOP2569383","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10"
41371995,"OMOP2569957","10 ML Dopamine 5 MG/ML Injectable Solution Box of 50","pressors","10 ML Dopamine 5 MG/ML Injectable Solution Box of 50"
41372215,"OMOP2570177","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica]","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica]"
41372325,"OMOP2570287","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 50","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 50"
41372729,"OMOP2570691","10 ML Dopamine 20 MG/ML Injectable Solution Box of 50","pressors","10 ML Dopamine 20 MG/ML Injectable Solution Box of 50"
41372950,"OMOP2570912","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma]","pressors","10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma]"
41373078,"OMOP2571040","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10","pressors","10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10"
41376731,"OMOP2574693","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 1000","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 1000"
41376732,"OMOP2574694","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 1","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution Box of 1"
41376733,"OMOP2574695","20 ML Dobutamine 14 MG/ML Injectable Solution","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution"
41377289,"OMOP2575251","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 250","pressors","20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 250"
