"concept_id","concept_name","concept_code","vocabulary_id","cluster","syndromic","systemic","clinician_interest","cluster_category","chronic_flag","included_in_ps_model"
35207316,"Early-onset cerebellar ataxia","G11.1","ICD10CM","other nervous system disorders (often hereditary or degenerative)",0,1,"agnostic","Neurodevelopment","Y","Y"
45552513,"Progressive bulbar palsy","G12.22","ICD10CM","other nervous system disorders (often hereditary or degenerative)",0,1,"agnostic","Neurodevelopment","Y","Y"
45605431,"Metachromatic leukodystrophy","E75.25","ICD10CM","other nervous system disorders (often hereditary or degenerative)",0,1,"agnostic","Neurodevelopment","Y","Y"
45562080,"Corticobasal degeneration","G31.85","ICD10CM","other nervous system disorders (often hereditary or degenerative)",0,1,"agnostic","Neurodevelopment","Y","Y"
45538448,"Abdominal aortic ectasia","I77.811","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45585920,"Syphilitic aortitis","A52.02","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45552874,"Unspecified disorder of circulatory system","I99.9","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207877,"Hereditary hemorrhagic telangiectasia","I78.0","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207876,"Disorder of arteries and arterioles, unspecified","I77.9","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207872,"Celiac artery compression syndrome","I77.4","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207879,"Other diseases of capillaries","I78.8","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207878,"Nevus, non-neoplastic","I78.1","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45537732,"Other cardiovascular syphilis","A52.09","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45605844,"Thoracic aortic ectasia","I77.810","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45533503,"Thoracoabdominal aortic ectasia","I77.812","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45548097,"Other disorder of circulatory system","I99.8","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207883,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere","I79.8","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207869,"Stricture of artery","I77.1","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45572134,"Other specified disorders of arteries and arterioles","I77.89","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207870,"Rupture of artery","I77.2","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207880,"Disease of capillaries, unspecified","I78.9","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45590822,"Cardiovascular syphilis, unspecified","A52.00","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207882,"Aortitis in diseases classified elsewhere","I79.1","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207873,"Necrosis of artery","I77.5","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207868,"Arteriovenous fistula, acquired","I77.0","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35207871,"Arterial fibromuscular dysplasia","I77.3","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
45586630,"Aortic ectasia, unspecified site","I77.819","ICD10CM","other specified and unspecified circulatory disease",0,1,"agnostic","Cardiovascular","Y","Y"
35211161,"Ectodermal dysplasia (anhidrotic)","Q82.4","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211148,"Congenital bullous ichthyosiform erythroderma","Q80.3","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211193,"Congenital malformations of adrenal gland","Q89.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211191,"Congenital malformation syndromes involving early overgrowth","Q87.3","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211151,"Congenital ichthyosis, unspecified","Q80.9","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45606783,"Marfan's syndrome with skeletal manifestation","Q87.43","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45548936,"Alport syndrome","Q87.81","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211186,"Dysmorphism due to warfarin","Q86.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211169,"Other congenital malformations of breast","Q83.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211146,"X-linked ichthyosis","Q80.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211183,"Phakomatosis, unspecified","Q85.9","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211178,"Other specified congenital malformations of integument","Q84.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211174,"Anonychia","Q84.3","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211189,"Congenital malformation syndromes predominantly associated with short stature","Q87.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211163,"Other specified congenital malformations of skin","Q82.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211181,"Tuberous sclerosis","Q85.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211199,"Congenital malformation, unspecified","Q89.9","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45582684,"Marfan's syndrome with other cardiovascular manifestations","Q87.418","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211188,"Congenital malformation syndromes predominantly affecting facial appearance","Q87.0","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211182,"Other phakomatoses, not elsewhere classified","Q85.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211196,"Conjoined twins","Q89.4","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211150,"Other congenital ichthyosis","Q80.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211145,"Ichthyosis vulgaris","Q80.0","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211152,"Epidermolysis bullosa simplex","Q81.0","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211157,"Hereditary lymphedema","Q82.0","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211172,"Congenital morphological disturbances of hair, not elsewhere classified","Q84.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211177,"Other congenital malformations of nails","Q84.6","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45568098,"Marfan's syndrome with ocular manifestations","Q87.42","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211154,"Epidermolysis bullosa dystrophica","Q81.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
37201037,"Arterial tortuosity syndrome","Q87.82","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211175,"Congenital leukonychia","Q84.4","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211167,"Absent nipple","Q83.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211170,"Congenital malformation of breast, unspecified","Q83.9","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211195,"Situs inversus","Q89.3","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45582685,"Congenital malformations of spleen","Q89.09","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211155,"Other epidermolysis bullosa","Q81.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211158,"Xeroderma pigmentosum","Q82.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211156,"Epidermolysis bullosa, unspecified","Q81.9","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211149,"Harlequin fetus","Q80.4","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211173,"Other congenital malformations of hair","Q84.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211147,"Lamellar ichthyosis","Q80.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211165,"Congenital absence of breast with absent nipple","Q83.0","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211185,"Fetal hydantoin syndrome","Q86.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211153,"Epidermolysis bullosa letalis","Q81.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211187,"Other congenital malformation syndromes due to known exogenous causes","Q86.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211198,"Other specified congenital malformations","Q89.8","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211194,"Congenital malformations of other endocrine glands","Q89.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
1553843,"Other congenital malformation syndromes predominantly associated with short stature","Q87.19","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211168,"Accessory nipple","Q83.3","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211179,"Congenital malformation of integument, unspecified","Q84.9","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211176,"Enlarged and hypertrophic nails","Q84.5","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45544122,"Other specified congenital malformation syndromes, not elsewhere classified","Q87.89","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211171,"Congenital alopecia","Q84.0","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211166,"Accessory breast","Q83.1","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45568097,"Marfan's syndrome, unspecified","Q87.40","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211159,"Congenital cutaneous mastocytosis","Q82.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211162,"Congenital non-neoplastic nevus","Q82.5","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45577768,"Asplenia (congenital)","Q89.01","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211197,"Multiple congenital malformations, not elsewhere classified","Q89.7","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
37201036,"Congenital sacral dimple","Q82.6","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211160,"Incontinentia pigmenti","Q82.3","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
1553842,"Prader-Willi syndrome","Q87.11","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
45582683,"Marfan's syndrome with aortic dilation","Q87.410","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211192,"Other congenital malformation syndromes with other skeletal changes","Q87.5","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211164,"Congenital malformation of skin, unspecified","Q82.9","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35211190,"Congenital malformation syndromes predominantly involving limbs","Q87.2","ICD10CM","other specified and unspecified congenital anomalies",0,1,"agnostic","Congenital anomalies","Y","Y"
35209323,"Urethral disorders in diseases classified elsewhere","N37","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595639,"Postprocedural urethral stricture, male, overlapping sites","N99.116","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45558153,"Intrinsic sphincter deficiency (ISD)","N36.42","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45543907,"Postprocedural urethral stricture, male, meatal","N99.110","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45577520,"Postinfective urethral stricture, not elsewhere classified, male, unspecified","N35.119","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209303,"Flaccid neuropathic bladder, not elsewhere classified","N31.2","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595632,"Unspecified urethral stricture, male, meatal","N35.911","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45543871,"Urethral false passage","N36.5","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595622,"Post-traumatic urethral stricture, male, overlapping sites","N35.016","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595621,"Other urethral stricture, female","N35.82","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45552157,"Tuberculosis of bladder","A18.12","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595623,"Postinfective urethral stricture, not elsewhere classified, male, overlapping sites","N35.116","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45548661,"Post-traumatic urethral stricture, male, unspecified","N35.014","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45572705,"Other post-traumatic urethral stricture, female","N35.028","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45601725,"Combined hypermobility of urethra and intrinsic sphincter deficiency","N36.43","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45567839,"Post-traumatic anterior urethral stricture","N35.013","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595627,"Other membranous urethral stricture, male","N35.813","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209316,"Other urethral stricture","N35.8","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595637,"Unspecified urethral stricture, male, unspecified site","N35.919","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209322,"Urethral disorder, unspecified","N36.9","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209301,"Uninhibited neuropathic bladder, not elsewhere classified","N31.0","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209305,"Neuromuscular dysfunction of bladder, unspecified","N31.9","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45534128,"Post-traumatic membranous urethral stricture","N35.012","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45606490,"Other specified disorders of bladder","N32.89","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595625,"Other urethral stricture, male, meatal","N35.811","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209304,"Other neuromuscular dysfunction of bladder","N31.8","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595628,"Other anterior urethral stricture, male","N35.814","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45558152,"Postinfective membranous urethral stricture, not elsewhere classified, male","N35.113","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595633,"Unspecified bulbous urethral stricture, male","N35.912","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595626,"Other urethral bulbous stricture, male","N35.812","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595630,"Other urethral stricture, male, unspecified site","N35.819","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595638,"Unspecified urethral stricture, female","N35.92","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45548663,"Hypermobility of urethra","N36.41","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45548662,"Urethral stricture due to childbirth","N35.021","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45539042,"Overactive bladder","N32.81","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209321,"Other specified disorders of urethra","N36.8","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209306,"Bladder-neck obstruction","N32.0","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45543869,"Postinfective anterior urethral stricture, not elsewhere classified, male","N35.114","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209319,"Urethral diverticulum","N36.1","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45601726,"Muscular disorders of urethra","N36.44","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209309,"Diverticulum of bladder","N32.3","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45567873,"Postprocedural urethral stricture, female","N99.12","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209308,"Vesical fistula, not elsewhere classified","N32.2","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595634,"Unspecified membranous urethral stricture, male","N35.913","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209302,"Reflex neuropathic bladder, not elsewhere classified","N31.1","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45587263,"Postprocedural anterior bulbous urethral stricture, male","N99.113","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45539045,"Post-traumatic bulbous urethral stricture","N35.011","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209307,"Vesicointestinal fistula","N32.1","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45592163,"Postprocedural urethral stricture, male, unspecified","N99.114","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45577521,"Postinfective urethral stricture, not elsewhere classified, female","N35.12","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
37200932,"Postprocedural fossa navicularis urethral stricture","N99.115","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45596892,"Postprocedural bulbous urethral stricture, male","N99.111","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45582400,"Post-traumatic urethral stricture, male, meatal","N35.010","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45563033,"Postprocedural membranous urethral stricture, male","N99.112","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209318,"Urethral fistula","N36.0","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595635,"Unspecified anterior urethral stricture, male","N35.914","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595629,"Other urethral stricture, male, overlapping sites","N35.816","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45572707,"Postinfective urethral stricture, not elsewhere classified, male, meatal","N35.111","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209317,"Urethral stricture, unspecified","N35.9","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209320,"Urethral caruncle","N36.2","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45543868,"Postinfective bulbous urethral stricture, not elsewhere classified, male","N35.112","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209311,"Bladder disorders in diseases classified elsewhere","N33","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
35209310,"Bladder disorder, unspecified","N32.9","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
1595636,"Unspecified urethral stricture, male, overlapping sites","N35.916","ICD10CM","other specified and unspecified diseases of bladder and urethra",0,1,"agnostic","Genito-urinary","Y","Y"
45600400,"Tuberculosis of kidney and ureter","A18.11","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45558146,"Other specified disorders of kidney and ureter","N28.89","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45563063,"Pregnancy related renal disease, third trimester","O26.833","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209296,"Small kidney, unspecified","N27.9","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209293,"Disorder resulting from impaired renal tubular function, unspecified","N25.9","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45563006,"Other hydronephrosis","N13.39","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209299,"Disorder of kidney and ureter, unspecified","N28.9","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45567902,"Pregnancy related renal disease, first trimester","O26.831","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209254,"Hydroureter","N13.4","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209300,"Other disorders of kidney and ureter in diseases classified elsewhere","N29","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209295,"Small kidney, bilateral","N27.1","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45548655,"Nephroptosis","N28.83","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45582399,"Pyelitis cystica","N28.84","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45606486,"Megaloureter","N28.82","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45553439,"Atrophy of kidney (terminal)","N26.1","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45601721,"Page kidney","N26.2","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45577516,"Secondary hyperparathyroidism of renal origin","N25.81","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209297,"Ischemia and infarction of kidney","N28.0","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209292,"Nephrogenic diabetes insipidus","N25.1","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209298,"Cyst of kidney, acquired","N28.1","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45572699,"Unspecified hydronephrosis","N13.30","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209294,"Small kidney, unilateral","N27.0","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
37200876,"Hydronephrosis with ureteropelvic junction obstruction","N13.0","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
45601719,"Other disorders resulting from impaired renal tubular function","N25.89","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
35209252,"Hydronephrosis with ureteral stricture, not elsewhere classified","N13.1","ICD10CM","other specified and unspecified diseases of kidney and ureters",0,1,"agnostic","Genito-urinary","Y","Y"
