CCSR Domain,CCSR CATEGORY 1,CCSR CATEGORY 1 (PASC) DESCRIPTION,ICD-10-CM Code,ICD-10-CM Code Description,Symptomatic,Measured,syndromic,systemic,clincian_interest,cluster_category,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60122,"Interstitial myositis, left upper arm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60129,"Interstitial myositis, unspecified upper arm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6013,"Interstitial myositis, forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60131,"Interstitial myositis, right forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60132,"Interstitial myositis, left forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60139,"Interstitial myositis, unspecified forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6014,"Interstitial myositis, hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60141,"Interstitial myositis, right hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60142,"Interstitial myositis, left hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60149,"Interstitial myositis, unspecified hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6015,"Interstitial myositis, thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60151,"Interstitial myositis, right thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60152,"Interstitial myositis, left thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60159,"Interstitial myositis, unspecified thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6016,"Interstitial myositis, lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60161,"Interstitial myositis, right lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60162,"Interstitial myositis, left lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60169,"Interstitial myositis, unspecified lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6017,"Interstitial myositis, ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60171,"Interstitial myositis, right ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60172,"Interstitial myositis, left ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60179,"Interstitial myositis, unspecified ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6018,"Interstitial myositis, other site",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6019,"Interstitial myositis, multiple sites",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M608,Other myositis,,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6080,"Other myositis, unspecified site",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6081,Other myositis shoulder,,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60811,"Other myositis, right shoulder",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60812,"Other myositis, left shoulder",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60819,"Other myositis, unspecified shoulder",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6082,"Other myositis, upper arm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60821,"Other myositis, right upper arm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60822,"Other myositis, left upper arm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60829,"Other myositis, unspecified upper arm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6083,"Other myositis, forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60831,"Other myositis, right forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60832,"Other myositis, left forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60839,"Other myositis, unspecified forearm",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6084,"Other myositis, hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60841,"Other myositis, right hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60842,"Other myositis, left hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60849,"Other myositis, unspecified hand",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6085,"Other myositis, thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60851,"Other myositis, right thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60852,"Other myositis, left thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60859,"Other myositis, unspecified thigh",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6086,"Other myositis, lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60861,"Other myositis, right lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60862,"Other myositis, left lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60869,"Other myositis, unspecified lower leg",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6087,"Other myositis, ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60871,"Other myositis, right ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60872,"Other myositis, left ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M60879,"Other myositis, unspecified ankle and foot",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6088,"Other myositis, other site",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6089,"Other myositis, multiple sites",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M609,"Myositis, unspecified",,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6240,"Contracture of muscle, unspecified site",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62411,"Contracture of muscle, right shoulder",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62412,"Contracture of muscle, left shoulder",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62419,"Contracture of muscle, unspecified shoulder",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62421,"Contracture of muscle, right upper arm",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62422,"Contracture of muscle, left upper arm",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62429,"Contracture of muscle, unspecified upper arm",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62431,"Contracture of muscle, right forearm",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62432,"Contracture of muscle, left forearm",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62439,"Contracture of muscle, unspecified forearm",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62441,"Contracture of muscle, right hand",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62442,"Contracture of muscle, left hand",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62449,"Contracture of muscle, unspecified hand",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62451,"Contracture of muscle, right thigh",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62452,"Contracture of muscle, left thigh",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62459,"Contracture of muscle, unspecified thigh",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62461,"Contracture of muscle, right lower leg",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62462,"Contracture of muscle, left lower leg",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62469,"Contracture of muscle, unspecified lower leg",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62471,"Contracture of muscle, right ankle and foot",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62472,"Contracture of muscle, left ankle and foot",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62479,"Contracture of muscle, unspecified ankle and foot",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6248,"Contracture of muscle, other site",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6249,"Contracture of muscle, multiple sites",1,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6250,"Muscle wasting and atrophy, not elsewhere classified, unspecified site",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62511,"Muscle wasting and atrophy, not elsewhere classified, right shoulder",,,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62512,"Muscle wasting and atrophy, not elsewhere classified, left shoulder",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62519,"Muscle wasting and atrophy, not elsewhere classified, unspecified shoulder",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62521,"Muscle wasting and atrophy, not elsewhere classified, right upper arm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62522,"Muscle wasting and atrophy, not elsewhere classified, left upper arm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62529,"Muscle wasting and atrophy, not elsewhere classified, unspecified upper arm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62531,"Muscle wasting and atrophy, not elsewhere classified, right forearm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62532,"Muscle wasting and atrophy, not elsewhere classified, left forearm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62539,"Muscle wasting and atrophy, not elsewhere classified, unspecified forearm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62541,"Muscle wasting and atrophy, not elsewhere classified, right hand",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62542,"Muscle wasting and atrophy, not elsewhere classified, left hand",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62549,"Muscle wasting and atrophy, not elsewhere classified, unspecified hand",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62551,"Muscle wasting and atrophy, not elsewhere classified, right thigh",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62552,"Muscle wasting and atrophy, not elsewhere classified, left thigh",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62559,"Muscle wasting and atrophy, not elsewhere classified, unspecified thigh",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62561,"Muscle wasting and atrophy, not elsewhere classified, right lower leg",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62562,"Muscle wasting and atrophy, not elsewhere classified, left lower leg",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62569,"Muscle wasting and atrophy, not elsewhere classified, unspecified lower leg",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62571,"Muscle wasting and atrophy, not elsewhere classified, right ankle and foot",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62572,"Muscle wasting and atrophy, not elsewhere classified, left ankle and foot",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62579,"Muscle wasting and atrophy, not elsewhere classified, unspecified ankle and foot",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6258,"Muscle wasting and atrophy, not elsewhere classified, other site",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6259,"Muscle wasting and atrophy, not elsewhere classified, multiple sites",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6281,Muscle weakness (generalized),,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6282,Rhabdomyolysis,,1,0,1,clinician,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62831,Muscle spasm of calf,,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M62838,Other muscle spasm,,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6284,Sarcopenia,,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6289,Other specified disorders of muscle,,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M629,"Disorder of muscle, unspecified",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6380,"Disorders of muscle in diseases classified elsewhere, unspecified site",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63811,"Disorders of muscle in diseases classified elsewhere, right shoulder",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63812,"Disorders of muscle in diseases classified elsewhere, left shoulder",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63819,"Disorders of muscle in diseases classified elsewhere, unspecified shoulder",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63821,"Disorders of muscle in diseases classified elsewhere, right upper arm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63822,"Disorders of muscle in diseases classified elsewhere, left upper arm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63829,"Disorders of muscle in diseases classified elsewhere, unspecified upper arm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63831,"Disorders of muscle in diseases classified elsewhere, right forearm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63832,"Disorders of muscle in diseases classified elsewhere, left forearm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63839,"Disorders of muscle in diseases classified elsewhere, unspecified forearm",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63841,"Disorders of muscle in diseases classified elsewhere, right hand",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63842,"Disorders of muscle in diseases classified elsewhere, left hand",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63849,"Disorders of muscle in diseases classified elsewhere, unspecified hand",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63851,"Disorders of muscle in diseases classified elsewhere, right thigh",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63852,"Disorders of muscle in diseases classified elsewhere, left thigh",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63859,"Disorders of muscle in diseases classified elsewhere, unspecified thigh",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63861,"Disorders of muscle in diseases classified elsewhere, right lower leg",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63862,"Disorders of muscle in diseases classified elsewhere, left lower leg",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63869,"Disorders of muscle in diseases classified elsewhere, unspecified lower leg",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63871,"Disorders of muscle in diseases classified elsewhere, right ankle and foot",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63872,"Disorders of muscle in diseases classified elsewhere, left ankle and foot",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M63879,"Disorders of muscle in diseases classified elsewhere, unspecified ankle and foot",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6388,"Disorders of muscle in diseases classified elsewhere, other site",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS026,Muscle disorders,M6389,"Disorders of muscle in diseases classified elsewhere, multiple sites",,1,0,1,agnostic,Musculoskeletal,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M654,Radial styloid tenosynovitis [de Quervain],,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M6580,"Other synovitis and tenosynovitis, unspecified site",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65811,"Other synovitis and tenosynovitis, right shoulder",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65812,"Other synovitis and tenosynovitis, left shoulder",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65819,"Other synovitis and tenosynovitis, unspecified shoulder",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65821,"Other synovitis and tenosynovitis, right upper arm",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65822,"Other synovitis and tenosynovitis, left upper arm",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65829,"Other synovitis and tenosynovitis, unspecified upper arm",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65831,"Other synovitis and tenosynovitis, right forearm",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65832,"Other synovitis and tenosynovitis, left forearm",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65839,"Other synovitis and tenosynovitis, unspecified forearm",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65841,"Other synovitis and tenosynovitis, right hand",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65842,"Other synovitis and tenosynovitis, left hand",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65849,"Other synovitis and tenosynovitis, unspecified hand",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
Diseases of the Musculoskeletal System and Connective Tissue,MUS009,Tendon and synovial disorders,M65851,"Other synovitis and tenosynovitis, right thigh",,1,0,1,agnostic,Cardiovascular,,,,,,,,,,
