concept_id,description,body_system,progressive
45601160,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,gastrointestinal,no
35208216,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,gastrointestinal,no
45552921,Chronic duodenal ulcer without hemorrhage or perforation,gastrointestinal,no
35208217,Chronic duodenal ulcer without hemorrhage or perforation,gastrointestinal,no
45581890,"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage",gastrointestinal,no
35208223,"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage",gastrointestinal,no
45601162,"Chronic or unspecified peptic ulcer, site unspecified, with perforation",gastrointestinal,no
35208224,"Chronic or unspecified peptic ulcer, site unspecified, with perforation",gastrointestinal,no
45596312,"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation",gastrointestinal,no
35208225,"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation",gastrointestinal,no
45581891,"Chronic peptic ulcer, site unspecified, without hemorrhage or perforation",gastrointestinal,no
35208226,"Chronic peptic ulcer, site unspecified, without hemorrhage or perforation",gastrointestinal,no
45596313,Chronic or unspecified gastrojejunal ulcer with hemorrhage,gastrointestinal,no
35208232,Chronic or unspecified gastrojejunal ulcer with hemorrhage,gastrointestinal,no
45596314,Chronic or unspecified gastrojejunal ulcer with perforation,gastrointestinal,no
35208233,Chronic or unspecified gastrojejunal ulcer with perforation,gastrointestinal,no
45586709,Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation,gastrointestinal,no
35208234,Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation,gastrointestinal,no
45605927,Chronic gastrojejunal ulcer without hemorrhage or perforation,gastrointestinal,no
35208235,Chronic gastrojejunal ulcer without hemorrhage or perforation,gastrointestinal,no
45591585,Gastroparesis,gastrointestinal,no
45533598,Crohn's disease of small intestine without complications,gastrointestinal,no
45601172,Crohn's disease of small intestine with rectal bleeding,gastrointestinal,no
45543315,Crohn's disease of small intestine with intestinal obstruction,gastrointestinal,no
45591593,Crohn's disease of small intestine with fistula,gastrointestinal,no
45557653,Crohn's disease of small intestine with abscess,gastrointestinal,no
45586716,Crohn's disease of small intestine with other complication,gastrointestinal,no
45538530,Crohn's disease of small intestine with unspecified complications,gastrointestinal,no
45576986,Crohn's disease of large intestine without complications,gastrointestinal,no
45596325,Crohn's disease of large intestine with rectal bleeding,gastrointestinal,no
45576987,Crohn's disease of large intestine with intestinal obstruction,gastrointestinal,no
45548159,Crohn's disease of large intestine with fistula,gastrointestinal,no
45596326,Crohn's disease of large intestine with abscess,gastrointestinal,no
45581901,Crohn's disease of large intestine with other complication,gastrointestinal,no
45562489,Crohn's disease of large intestine with unspecified complications,gastrointestinal,no
45596327,Crohn's disease of both small and large intestine without complications,gastrointestinal,no
45567306,Crohn's disease of both small and large intestine with rectal bleeding,gastrointestinal,no
45533600,Crohn's disease of both small and large intestine with intestinal obstruction,gastrointestinal,no
45572236,Spasm of sphincter of Oddi,gastrointestinal,no
45601174,Crohn's disease of both small and large intestine with fistula,gastrointestinal,no
45533601,Crohn's disease of both small and large intestine with abscess,gastrointestinal,no
45601175,Crohn's disease of both small and large intestine with other complication,gastrointestinal,no
45581902,Crohn's disease of both small and large intestine with unspecified complications,gastrointestinal,no
45601176,"Crohn''s disease, unspecified, without complications",gastrointestinal,no
45601176,"Crohn''s disease, unspecified, without complications",gastrointestinal,no
45567307,"Crohn''s disease, unspecified, with rectal bleeding",gastrointestinal,no
45557654,"Crohn''s disease, unspecified, with intestinal obstruction",gastrointestinal,no
45543316,"Crohn''s disease, unspecified, with fistula",gastrointestinal,no
45543316,"Crohn''s disease, unspecified, with fistula",gastrointestinal,no
45562491,"Crohn''s disease, unspecified, with abscess",gastrointestinal,no
45576988,"Crohn''s disease, unspecified, with other complication",gastrointestinal,no
45572211,"Crohn''s disease, unspecified, with unspecified complications",gastrointestinal,no
45538531,Ulcerative (chronic) pancolitis without complications,gastrointestinal,no
45596328,Ulcerative (chronic) pancolitis with rectal bleeding,gastrointestinal,no
45562492,Ulcerative (chronic) pancolitis with intestinal obstruction,gastrointestinal,no
45576989,Ulcerative (chronic) pancolitis with fistula,gastrointestinal,no
45548160,Ulcerative (chronic) pancolitis with abscess,gastrointestinal,no
45548161,Ulcerative (chronic) pancolitis with other complication,gastrointestinal,no
45543317,Ulcerative (chronic) pancolitis with unspecified complications,gastrointestinal,no
45576990,Ulcerative (chronic) proctitis without complications,gastrointestinal,no
45601177,Ulcerative (chronic) proctitis with rectal bleeding,gastrointestinal,no
45552930,Ulcerative (chronic) proctitis with intestinal obstruction,gastrointestinal,no
45576991,Ulcerative (chronic) proctitis with fistula,gastrointestinal,no
45533602,Ulcerative (chronic) proctitis with abscess,gastrointestinal,no
45567308,Ulcerative (chronic) proctitis with other complication,gastrointestinal,no
45552931,Ulcerative (chronic) proctitis with unspecified complications,gastrointestinal,no
45557657,Ulcerative (chronic) rectosigmoiditis without complications,gastrointestinal,no
45562493,Ulcerative (chronic) rectosigmoiditis with rectal bleeding,gastrointestinal,no
45552932,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,gastrointestinal,no
45591594,Ulcerative (chronic) rectosigmoiditis with fistula,gastrointestinal,no
45538532,Ulcerative (chronic) rectosigmoiditis with abscess,gastrointestinal,no
45543318,Ulcerative (chronic) rectosigmoiditis with other complication,gastrointestinal,no
45596330,Ulcerative (chronic) rectosigmoiditis with unspecified complications,gastrointestinal,no
45586721,Other ulcerative colitis without complications,gastrointestinal,no
45552935,Other ulcerative colitis with rectal bleeding,gastrointestinal,no
45596333,Other ulcerative colitis with intestinal obstruction,gastrointestinal,no
45538535,Other ulcerative colitis with fistula,gastrointestinal,no
45572213,Other ulcerative colitis with abscess,gastrointestinal,no
45533605,Other ulcerative colitis with other complication,gastrointestinal,no
45601178,Other ulcerative colitis with unspecified complications,gastrointestinal,no
45567310,"Ulcerative colitis, unspecified, without complications",gastrointestinal,no
45543329,Stenosis of anus and rectum,gastrointestinal,no
45543329,Stenosis of anus and rectum,gastrointestinal,no
35208309,Stenosis of anus and rectum,gastrointestinal,no
45572221,Dysplasia of anus,gastrointestinal,no
45567318,Fistula of intestine,gastrointestinal,no
35208316,Fistula of intestine,gastrointestinal,no
45572227,"Chronic persistent hepatitis, not elsewhere classified",gastrointestinal,yes
35208341,"Chronic persistent hepatitis, not elsewhere classified",gastrointestinal,yes
45572228,"Chronic lobular hepatitis, not elsewhere classified",gastrointestinal,yes
35208342,"Chronic lobular hepatitis, not elsewhere classified",gastrointestinal,yes
45543340,"Chronic active hepatitis, not elsewhere classified",gastrointestinal,yes
35208343,"Chronic active hepatitis, not elsewhere classified",gastrointestinal,yes
45567325,"Other chronic hepatitis, not elsewhere classified",gastrointestinal,yes
35208344,"Other chronic hepatitis, not elsewhere classified",gastrointestinal,yes
45552949,"Chronic hepatitis, unspecified",gastrointestinal,yes
35208345,"Chronic hepatitis, unspecified",gastrointestinal,yes
45586732,Hepatic fibrosis,gastrointestinal,yes
35208346,Hepatic fibrosis,gastrointestinal,yes
45572229,Hepatic sclerosis,gastrointestinal,yes
35208347,Hepatic sclerosis,gastrointestinal,yes
45533614,Hepatic fibrosis with hepatic sclerosis,gastrointestinal,yes
35208348,Hepatic fibrosis with hepatic sclerosis,gastrointestinal,yes
45557676,Primary biliary cirrhosis,gastrointestinal,yes
35208349,Primary biliary cirrhosis,gastrointestinal,yes
45586733,Secondary biliary cirrhosis,gastrointestinal,yes
35208350,Secondary biliary cirrhosis,gastrointestinal,yes
45533615,"Biliary cirrhosis, unspecified",gastrointestinal,yes
35208351,"Biliary cirrhosis, unspecified",gastrointestinal,yes
45601187,Unspecified cirrhosis of liver,gastrointestinal,yes
45581912,Other cirrhosis of liver,gastrointestinal,yes
45601188,Autoimmune hepatitis,gastrointestinal,yes
45601190,Chronic passive congestion of liver,gastrointestinal,yes
35208360,Chronic passive congestion of liver,gastrointestinal,yes
45572232,Infarction of liver,gastrointestinal,no
35208362,Infarction of liver,gastrointestinal,no
45591608,Portal hypertension,gastrointestinal,yes
35208365,Portal hypertension,gastrointestinal,yes
45557677,Hepatorenal syndrome,gastrointestinal,yes
35208366,Hepatorenal syndrome,gastrointestinal,yes
45605957,Other specified diseases of liver,gastrointestinal,no
45572233,"Liver disease, unspecified",gastrointestinal,no
35208368,"Liver disease, unspecified",gastrointestinal,no
45543342,Liver disorders in diseases classified elsewhere,gastrointestinal,no
35208369,Liver disorders in diseases classified elsewhere,gastrointestinal,no
45581917,Chronic cholecystitis,gastrointestinal,no
35208371,Chronic cholecystitis,gastrointestinal,no
45562515,Fistula of gallbladder,gastrointestinal,no
35208376,Fistula of gallbladder,gastrointestinal,no
45538552,Cholesterolosis of gallbladder,gastrointestinal,no
35208377,Cholesterolosis of gallbladder,gastrointestinal,no
45586739,Other specified diseases of gallbladder,gastrointestinal,no
35208378,Other specified diseases of gallbladder,gastrointestinal,no
45552955,Cholangitis,gastrointestinal,no
35208380,Cholangitis,gastrointestinal,no
45538553,Fistula of bile duct,gastrointestinal,no
35208384,Spasm of sphincter of Oddi,gastrointestinal,no
45577004,Biliary cyst,gastrointestinal,no
35208385,Biliary cyst,gastrointestinal,no
45586740,Other specified diseases of biliary tract,gastrointestinal,no
35208386,Other specified diseases of biliary tract,gastrointestinal,no
45586743,Other chronic pancreatitis,gastrointestinal,no
35208395,Other chronic pancreatitis,gastrointestinal,no
45591612,Cyst of pancreas,gastrointestinal,no
35208396,Cyst of pancreas,gastrointestinal,no
45605959,Pseudocyst of pancreas,gastrointestinal,no
35208397,Pseudocyst of pancreas,gastrointestinal,no
45586744,Other specified diseases of pancreas,gastrointestinal,no
35208398,Other specified diseases of pancreas,gastrointestinal,no
45586745,Celiac disease,gastrointestinal,no
35208401,Celiac disease,gastrointestinal,no
45605960,Tropical sprue,gastrointestinal,no
35208402,Tropical sprue,gastrointestinal,no
45562517,"Blind loop syndrome, not elsewhere classified",gastrointestinal,no
35208403,"Blind loop syndrome, not elsewhere classified",gastrointestinal,no
45552957,Pancreatic steatorrhea,gastrointestinal,no
35208404,Pancreatic steatorrhea,gastrointestinal,no
45543351,Whipple's disease,gastrointestinal,no
45586747,Postcholecystectomy syndrome,gastrointestinal,no
35208411,Postcholecystectomy syndrome,gastrointestinal,no
45533632,Pemphigus vulgaris,dermatological,no
35208428,Pemphigus vulgaris,dermatological,no
45567347,Pemphigus vegetans,dermatological,no
35208429,Pemphigus vegetans,dermatological,no
45577028,Pemphigus foliaceous,dermatological,no
35208430,Pemphigus foliaceous,dermatological,no
45533633,Pemphigus erythematosus,dermatological,no
35208432,Pemphigus erythematosus,dermatological,no
45572261,"Pemphigus, unspecified",dermatological,no
35208434,"Pemphigus, unspecified",dermatological,no
45562533,Cicatricial pemphigoid,dermatological,no
35208440,Cicatricial pemphigoid,dermatological,no
45533636,Chronic bullous disease of childhood,dermatological,no
35208441,Chronic bullous disease of childhood,dermatological,no
45596366,Other pemphigoid,dermatological,no
35208442,Other pemphigoid,dermatological,no
45581937,Dermatitis herpetiformis,dermatological,no
35208444,Dermatitis herpetiformis,dermatological,no
45591628,Subcorneal pustular dermatitis,dermatological,no
35208445,Subcorneal pustular dermatitis,dermatological,no
45577029,Other specified bullous disorders,dermatological,no
35208446,Other specified bullous disorders,dermatological,no
45572262,"Bullous disorder, unspecified",dermatological,no
35208447,"Bullous disorder, unspecified",dermatological,no
45577045,Cutis laxa senilis,dermatological,no
35208572,Cutis laxa senilis,dermatological,no
45562545,Anhidrosis,dermatological,no
35208647,Anhidrosis,dermatological,no
45572283,"Pressure ulcer of unspecified elbow, unstageable",dermatological,no
45548210,"Pressure ulcer of unspecified elbow, stage 1",dermatological,no
45548210,"Pressure ulcer of unspecified elbow, stage 1",dermatological,no
45567370,"Pressure ulcer of unspecified elbow, stage 2",dermatological,no
45567370,"Pressure ulcer of unspecified elbow, stage 2",dermatological,no
45552997,"Pressure ulcer of unspecified elbow, stage 3",dermatological,no
45552997,"Pressure ulcer of unspecified elbow, stage 3",dermatological,no
45586784,"Pressure ulcer of unspecified elbow, stage 4",dermatological,no
45586784,"Pressure ulcer of unspecified elbow, stage 4",dermatological,no
45543386,"Pressure ulcer of unspecified elbow, unspecified stage",dermatological,no
45548211,"Pressure ulcer of right elbow, unstageable",dermatological,no
45586785,"Pressure ulcer of right elbow, stage 1",dermatological,no
45586785,"Pressure ulcer of right elbow, stage 1",dermatological,no
45552998,"Pressure ulcer of right elbow, stage 2",dermatological,no
45552998,"Pressure ulcer of right elbow, stage 2",dermatological,no
45548212,"Pressure ulcer of right elbow, stage 3",dermatological,no
45548212,"Pressure ulcer of right elbow, stage 3",dermatological,no
45606002,"Pressure ulcer of right elbow, stage 4",dermatological,no
45606002,"Pressure ulcer of right elbow, stage 4",dermatological,no
45533652,"Pressure ulcer of right elbow, unspecified stage",dermatological,no
45557716,"Pressure ulcer of left elbow, unstageable",dermatological,no
45538590,"Pressure ulcer of left elbow, stage 1",dermatological,no
45538590,"Pressure ulcer of left elbow, stage 1",dermatological,no
45533653,"Pressure ulcer of left elbow, stage 2",dermatological,no
45533653,"Pressure ulcer of left elbow, stage 2",dermatological,no
45562550,"Pressure ulcer of left elbow, stage 3",dermatological,no
45562550,"Pressure ulcer of left elbow, stage 3",dermatological,no
45533654,"Pressure ulcer of left elbow, stage 4",dermatological,no
45533654,"Pressure ulcer of left elbow, stage 4",dermatological,no
45596389,"Pressure ulcer of left elbow, unspecified stage",dermatological,no
45557717,"Pressure ulcer of right upper back, unstageable",dermatological,no
45533655,"Pressure ulcer of right upper back, stage 1",dermatological,no
45533655,"Pressure ulcer of right upper back, stage 1",dermatological,no
45538591,"Pressure ulcer of right upper back,  stage 2",dermatological,no
45538591,"Pressure ulcer of right upper back,  stage 2",dermatological,no
45577057,"Pressure ulcer of right upper back,  stage 3",dermatological,no
45562610,"Idiopathic gout, right hand",metabolic,no
45577057,"Pressure ulcer of right upper back,  stage 3",dermatological,no
45543388,"Pressure ulcer of right upper back,  stage 4",dermatological,no
45543388,"Pressure ulcer of right upper back,  stage 4",dermatological,no
45577058,"Pressure ulcer of right upper back, unspecified stage",dermatological,no
45552999,"Pressure ulcer of left upper back, unstageable",dermatological,no
45562551,"Pressure ulcer of left upper back, stage 1",dermatological,no
45562551,"Pressure ulcer of left upper back, stage 1",dermatological,no
45572284,"Pressure ulcer of left upper back, stage 2",dermatological,no
45572284,"Pressure ulcer of left upper back, stage 2",dermatological,no
45562552,"Pressure ulcer of left upper back, stage 3",dermatological,no
45562552,"Pressure ulcer of left upper back, stage 3",dermatological,no
45601237,"Pressure ulcer of left upper back, stage 4",dermatological,no
45601237,"Pressure ulcer of left upper back, stage 4",dermatological,no
45586787,"Pressure ulcer of left upper back, unspecified stage",dermatological,no
45553000,"Pressure ulcer of right lower back, unstageable",dermatological,no
45577059,"Pressure ulcer of right lower back, stage 1",dermatological,no
45577059,"Pressure ulcer of right lower back, stage 1",dermatological,no
45543389,"Pressure ulcer of right lower back, stage 2",dermatological,no
45543389,"Pressure ulcer of right lower back, stage 2",dermatological,no
45548214,"Pressure ulcer of right lower back,  stage 3",dermatological,no
45548214,"Pressure ulcer of right lower back,  stage 3",dermatological,no
45572285,"Pressure ulcer of right lower back,  stage 4",dermatological,no
45567404,"Felty''s syndrome, left wrist",immunological,no
45572285,"Pressure ulcer of right lower back,  stage 4",dermatological,no
45601238,"Pressure ulcer of right lower back, unspecified stage",dermatological,no
45601239,"Pressure ulcer of left lower back, unstageable",dermatological,no
45577060,"Pressure ulcer of left lower back, stage 1",dermatological,no
45577060,"Pressure ulcer of left lower back, stage 1",dermatological,no
45572286,"Pressure ulcer of left lower back, stage 2",dermatological,no
45572286,"Pressure ulcer of left lower back, stage 2",dermatological,no
45581965,"Pressure ulcer of left lower back, stage 3",dermatological,no
45581965,"Pressure ulcer of left lower back, stage 3",dermatological,no
45601240,"Pressure ulcer of left lower back, stage 4",dermatological,no
45601240,"Pressure ulcer of left lower back, stage 4",dermatological,no
45586788,"Pressure ulcer of left lower back, unspecified stage",dermatological,no
45548216,"Pressure ulcer of sacral region, unstageable",dermatological,no
45543390,"Pressure ulcer of sacral region, stage 1",dermatological,no
45543390,"Pressure ulcer of sacral region, stage 1",dermatological,no
45601241,"Pressure ulcer of sacral region, stage 2",dermatological,no
45601241,"Pressure ulcer of sacral region, stage 2",dermatological,no
45572287,"Pressure ulcer of sacral region, stage 3",dermatological,no
45572287,"Pressure ulcer of sacral region, stage 3",dermatological,no
45601242,"Pressure ulcer of sacral region, stage 4",dermatological,no
45601242,"Pressure ulcer of sacral region, unspecified stage",dermatological,no
45538593,"Pressure ulcer of unspecified hip, unstageable",dermatological,no
45533656,"Pressure ulcer of unspecified hip, stage 1",dermatological,no
45533656,"Pressure ulcer of unspecified hip, stage 1",dermatological,no
45581966,"Pressure ulcer of unspecified hip, stage 2",dermatological,no
45581966,"Pressure ulcer of unspecified hip, stage 2",dermatological,no
45538594,"Pressure ulcer of unspecified hip, stage 3",dermatological,no
45538594,"Pressure ulcer of unspecified hip, stage 3",dermatological,no
45596390,"Pressure ulcer of unspecified hip, stage 4",dermatological,no
45596390,"Pressure ulcer of unspecified hip, stage 4",dermatological,no
45567373,"Pressure ulcer of unspecified hip, unspecified stage",dermatological,no
45543391,"Pressure ulcer of right hip, unstageable",dermatological,no
45548217,"Pressure ulcer of right hip, stage 1",dermatological,no
45548217,"Pressure ulcer of right hip, stage 1",dermatological,no
45538595,"Pressure ulcer of right hip, stage 2",dermatological,no
45538595,"Pressure ulcer of right hip, stage 2",dermatological,no
45577061,"Pressure ulcer of right hip, stage 3",dermatological,no
45577061,"Pressure ulcer of right hip, stage 3",dermatological,no
45591649,"Pressure ulcer of right hip, stage 4",dermatological,no
45591649,"Pressure ulcer of right hip, stage 4",dermatological,no
45548218,"Pressure ulcer of right hip, unspecified stage",dermatological,no
45553001,"Pressure ulcer of left hip, unstageable",dermatological,no
45553002,"Pressure ulcer of left hip, stage 1",dermatological,no
45553002,"Pressure ulcer of left hip, stage 1",dermatological,no
45577062,"Pressure ulcer of left hip, stage 2",dermatological,no
45577062,"Pressure ulcer of left hip, stage 2",dermatological,no
45577063,"Pressure ulcer of left hip, stage 3",dermatological,no
45577063,"Pressure ulcer of left hip, stage 3",dermatological,no
45581967,"Pressure ulcer of left hip, stage 4",dermatological,no
45581967,"Pressure ulcer of left hip, stage 4",dermatological,no
45591650,"Pressure ulcer of left hip, unspecified stage",dermatological,no
45581968,"Pressure ulcer of unspecified buttock, unstageable",dermatological,no
45543392,"Pressure ulcer of unspecified buttock, stage 1",dermatological,no
45543392,"Pressure ulcer of unspecified buttock, stage 1",dermatological,no
45606003,"Pressure ulcer of unspecified buttock, stage 2",dermatological,no
45606003,"Pressure ulcer of unspecified buttock, stage 2",dermatological,no
45562553,"Pressure ulcer of unspecified buttock, stage 3",dermatological,no
45562553,"Pressure ulcer of unspecified buttock, stage 3",dermatological,no
45538596,"Pressure ulcer of unspecified buttock, stage 4",dermatological,no
45538596,"Pressure ulcer of unspecified buttock, stage 4",dermatological,no
45553003,"Pressure ulcer of unspecified buttock, unspecified stage",dermatological,no
45601243,"Pressure ulcer of right buttock, unstageable",dermatological,no
45591651,"Pressure ulcer of right buttock, stage 1",dermatological,no
45591651,"Pressure ulcer of right buttock, stage 1",dermatological,no
45572289,"Pressure ulcer of right buttock, stage 2",dermatological,no
45572289,"Pressure ulcer of right buttock, stage 2",dermatological,no
45606004,"Pressure ulcer of right buttock, stage 3",dermatological,no
45606004,"Pressure ulcer of right buttock, stage 3",dermatological,no
45586789,"Pressure ulcer of right buttock, stage 4",dermatological,no
45586789,"Pressure ulcer of right buttock, stage 4",dermatological,no
45606005,"Pressure ulcer of right buttock, unspecified stage",dermatological,no
45572290,"Pressure ulcer of left buttock, unstageable",dermatological,no
45557718,"Pressure ulcer of left buttock, stage 1",dermatological,no
45557718,"Pressure ulcer of left buttock, stage 1",dermatological,no
45557719,"Pressure ulcer of left buttock, stage 2",dermatological,no
45557719,"Pressure ulcer of left buttock, stage 2",dermatological,no
45596391,"Pressure ulcer of left buttock, stage 3",dermatological,no
45596391,"Pressure ulcer of left buttock, stage 3",dermatological,no
45601244,"Pressure ulcer of left buttock, stage 4",dermatological,no
45601244,"Pressure ulcer of left buttock, stage 4",dermatological,no
45533657,"Pressure ulcer of left buttock, unspecified stage",dermatological,no
45577064,"Pressure ulcer of contiguous site of back, buttock and hip, unspecified stage",dermatological,no
45606006,"Pressure ulcer of contiguous site of back, buttock and hip, stage 1",dermatological,no
45606006,"Pressure ulcer of contiguous site of back, buttock and hip, stage 1",dermatological,no
45586790,"Pressure ulcer of contiguous site of back, buttock and hip, stage 2",dermatological,no
45586790,"Pressure ulcer of contiguous site of back, buttock and hip, stage 2",dermatological,no
45543393,"Pressure ulcer of contiguous site of back, buttock and hip, stage 3",dermatological,no
45543393,"Pressure ulcer of contiguous site of back, buttock and hip, stage 3",dermatological,no
45553004,"Pressure ulcer of contiguous site of back, buttock and hip, stage 4",dermatological,no
45553004,"Pressure ulcer of contiguous site of back, buttock and hip, stage 4",dermatological,no
45606007,"Pressure ulcer of contiguous site of back, buttock and hip, unstageable",dermatological,no
45572291,"Pressure ulcer of unspecified ankle, unstageable",dermatological,no
45562554,"Pressure ulcer of unspecified ankle, stage 1",dermatological,no
45562554,"Pressure ulcer of unspecified ankle, stage 1",dermatological,no
45601245,"Pressure ulcer of unspecified ankle, stage 2",dermatological,no
45601245,"Pressure ulcer of unspecified ankle, stage 2",dermatological,no
45543394,"Pressure ulcer of unspecified ankle, stage 3",dermatological,no
45543394,"Pressure ulcer of unspecified ankle, stage 3",dermatological,no
45557720,"Pressure ulcer of unspecified ankle, stage 4",dermatological,no
45557720,"Pressure ulcer of unspecified ankle, stage 4",dermatological,no
45606008,"Pressure ulcer of unspecified ankle, unspecified stage",dermatological,no
45567374,"Pressure ulcer of right ankle, unstageable",dermatological,no
45538597,"Pressure ulcer of right ankle, stage 1",dermatological,no
45538597,"Pressure ulcer of right ankle, stage 1",dermatological,no
45543395,"Pressure ulcer of right ankle, stage 2",dermatological,no
45543395,"Pressure ulcer of right ankle, stage 2",dermatological,no
45581969,"Pressure ulcer of right ankle, stage 3",dermatological,no
45581969,"Pressure ulcer of right ankle, stage 3",dermatological,no
45596393,"Pressure ulcer of right ankle, stage 4",dermatological,no
45596393,"Pressure ulcer of right ankle, stage 4",dermatological,no
45596394,"Pressure ulcer of right ankle, unspecified stage",dermatological,no
45562555,"Pressure ulcer of left ankle, unstageable",dermatological,no
45572292,"Pressure ulcer of left ankle, stage 1",dermatological,no
45572292,"Pressure ulcer of left ankle, stage 1",dermatological,no
45601246,"Pressure ulcer of left ankle, stage 2",dermatological,no
45601246,"Pressure ulcer of left ankle, stage 2",dermatological,no
45557721,"Pressure ulcer of left ankle, stage 3",dermatological,no
45557721,"Pressure ulcer of left ankle, stage 3",dermatological,no
45581970,"Pressure ulcer of left ankle, stage 4",dermatological,no
45581970,"Pressure ulcer of left ankle, stage 4",dermatological,no
45586791,"Pressure ulcer of left ankle, unspecified stage",dermatological,no
45601247,"Pressure ulcer of unspecified heel, unstageable",dermatological,no
45572293,"Pressure ulcer of unspecified heel, stage 1",dermatological,no
45572293,"Pressure ulcer of unspecified heel, stage 1",dermatological,no
45586792,"Pressure ulcer of unspecified heel, stage 2",dermatological,no
45586792,"Pressure ulcer of unspecified heel, stage 2",dermatological,no
45586793,"Pressure ulcer of unspecified heel, stage 3",dermatological,no
45586793,"Pressure ulcer of unspecified heel, stage 3",dermatological,no
45533658,"Pressure ulcer of unspecified heel, stage 4",dermatological,no
45533658,"Pressure ulcer of unspecified heel, stage 4",dermatological,no
45538598,"Pressure ulcer of unspecified heel, unspecified stage",dermatological,no
45606009,"Pressure ulcer of right heel, unstageable",dermatological,no
45538599,"Pressure ulcer of right heel, stage 1",dermatological,no
45538599,"Pressure ulcer of right heel, stage 1",dermatological,no
45553005,"Pressure ulcer of right heel, stage 2",dermatological,no
45553005,"Pressure ulcer of right heel, stage 2",dermatological,no
45548219,"Pressure ulcer of right heel, stage 3",dermatological,no
45548219,"Pressure ulcer of right heel, stage 3",dermatological,no
45538600,"Pressure ulcer of right heel, stage 4",dermatological,no
45538600,"Pressure ulcer of right heel, stage 4",dermatological,no
45577065,"Pressure ulcer of right heel, unspecified stage",dermatological,no
45562557,"Pressure ulcer of left heel, unstageable",dermatological,no
45553006,"Pressure ulcer of left heel, stage 1",dermatological,no
45553006,"Pressure ulcer of left heel, stage 1",dermatological,no
45581971,"Pressure ulcer of left heel, stage 2",dermatological,no
45581971,"Pressure ulcer of left heel, stage 2",dermatological,no
45586794,"Pressure ulcer of left heel, stage 3",dermatological,no
45586794,"Pressure ulcer of left heel, stage 3",dermatological,no
45553007,"Pressure ulcer of left heel, stage 4",dermatological,no
45553007,"Pressure ulcer of left heel, stage 4",dermatological,no
45606010,"Pressure ulcer of left heel, unspecified stage",dermatological,no
45596395,"Pressure ulcer of head, unstageable",dermatological,no
45562558,"Pressure ulcer of head, stage 1",dermatological,no
45562558,"Pressure ulcer of head, stage 1",dermatological,no
45548220,"Pressure ulcer of head, stage 2",dermatological,no
45548220,"Pressure ulcer of head, stage 2",dermatological,no
45586795,"Pressure ulcer of head, stage 3",dermatological,no
45586795,"Pressure ulcer of head, stage 3",dermatological,no
45557722,"Pressure ulcer of head, stage 4",dermatological,no
45557722,"Pressure ulcer of head, stage 4",dermatological,no
45533659,"Pressure ulcer of head, unspecified stage",dermatological,no
45572294,"Pressure ulcer of other site, unstageable",dermatological,no
45586796,"Pressure ulcer of other site, stage 1",dermatological,no
45591652,"Pressure ulcer of other site, stage 2",dermatological,no
45538601,"Pressure ulcer of other site, stage 3",dermatological,no
45538602,"Pressure ulcer of other site, stage 4",dermatological,no
45591653,"Pressure ulcer of other site, unspecified stage",dermatological,no
45567375,"Pressure ulcer of unspecified site, unspecified stage",dermatological,no
45606011,"Pressure ulcer of unspecified site, stage 1",dermatological,no
45533660,"Pressure ulcer of unspecified site, stage 2",dermatological,no
45557723,"Pressure ulcer of unspecified site, stage 3",dermatological,no
45586797,"Pressure ulcer of unspecified site, stage 4",dermatological,no
45591654,"Pressure ulcer of unspecified site, unstageable",dermatological,no
45533661,Acrodermatitis chronica atrophicans,dermatological,no
35208685,Acrodermatitis chronica atrophicans,dermatological,no
45601250,Discoid lupus erythematosus,immunological,yes
35208699,Discoid lupus erythematosus,immunological,yes
45562560,Other local lupus erythematosus,immunological,yes
35208701,Other local lupus erythematosus,immunological,yes
45553008,Localized scleroderma [morphea],dermatological,no
35208702,Localized scleroderma [morphea],dermatological,no
45553009,Sclerodactyly,dermatological,no
35208705,Sclerodactyly,dermatological,no
45553011,non-pressure chronic ulcer of unspecified thigh limited to breakdown of skin,dermatological,no
45553011,non-pressure chronic ulcer of unspecified thigh limited to breakdown of skin,dermatological,no
45606018,non-pressure chronic ulcer of unspecified thigh with fat layer exposed,dermatological,no
45543401,non-pressure chronic ulcer of unspecified thigh with necrosis of muscle,dermatological,no
45572295,non-pressure chronic ulcer of unspecified thigh with necrosis of bone,dermatological,no
45591660,non-pressure chronic ulcer of unspecified thigh with unspecified severity,dermatological,no
45591661,non-pressure chronic ulcer of right thigh limited to breakdown of skin,dermatological,no
45577068,non-pressure chronic ulcer of right thigh with fat layer exposed,dermatological,no
45562561,non-pressure chronic ulcer of right thigh with necrosis of muscle,dermatological,no
45543402,non-pressure chronic ulcer of right thigh with necrosis of bone,dermatological,no
45577069,non-pressure chronic ulcer of right thigh with unspecified severity,dermatological,no
45557728,non-pressure chronic ulcer of left thigh limited to breakdown of skin,dermatological,no
45577070,non-pressure chronic ulcer of left thigh with fat layer exposed,dermatological,no
