concept_id,concept_name,concept_code,vocabulary_id,cluster
45581494,"Periodic headache syndromes in child or adult, not intractable, with status migrainosus",G43.C01,ICD10CM,headache
45576580,Chronic paroxysmal hemicrania,G44.04,ICD10CM,headache
45571807,"Chronic cluster headache, not intractable",G44.029,ICD10CM,headache
45538110,"Hemiplegic migraine, intractable, without status migrainosus",G43.419,ICD10CM,headache
45586292,"Other migraine, not intractable, without status migrainosus",G43.809,ICD10CM,headache
45557236,"Migraine without aura, intractable, without status migrainosus",G43.019,ICD10CM,headache
45533142,"Episodic cluster headache, not intractable",G44.019,ICD10CM,headache
35207379,"Migraine without aura, intractable",G43.01,ICD10CM,headache
45576578,"Menstrual migraine, intractable, with status migrainosus",G43.D11,ICD10CM,headache
45552529,"Ophthalmoplegic migraine, not intractable, with status migrainosus",G43.B01,ICD10CM,headache
45547735,"Ophthalmoplegic migraine, not intractable",G43.B0,ICD10CM,headache
1568356,Acute post-traumatic headache,G44.31,ICD10CM,headache
45591182,"Menstrual migraine, intractable, without status migrainosus",G43.D19,ICD10CM,headache
35207383,"Hemiplegic migraine, not intractable",G43.40,ICD10CM,headache
35207388,"Chronic migraine without aura, intractable",G43.71,ICD10CM,headache
45542888,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), intractable",G44.051,ICD10CM,headache
45605543,"Migraine with aura, not intractable, with status migrainosus",G43.101,ICD10CM,headache
45566880,"Episodic tension-type headache, intractable",G44.211,ICD10CM,headache
35207386,"Persistent migraine aura without cerebral infarction, intractable",G43.51,ICD10CM,headache
1568353,"Tension-type headache, unspecified",G44.20,ICD10CM,headache
45562087,"Migraine with aura, not intractable, without status migrainosus",G43.109,ICD10CM,headache
45552533,Hemicrania continua,G44.51,ICD10CM,headache
45538115,"Periodic headache syndromes in child or adult, intractable",G43.C1,ICD10CM,headache
45605551,"Chronic paroxysmal hemicrania, intractable",G44.041,ICD10CM,headache
45552532,Chronic post-traumatic headache,G44.32,ICD10CM,headache
45586289,"Hemiplegic migraine, intractable, with status migrainosus",G43.411,ICD10CM,headache
45605547,"Cyclical vomiting, in migraine, intractable",G43.A1,ICD10CM,headache
45538117,"Acute post-traumatic headache, intractable",G44.311,ICD10CM,headache
45600786,"Migraine, unspecified, not intractable, without status migrainosus",G43.909,ICD10CM,headache
45566875,"Migraine with aura, intractable, with status migrainosus",G43.111,ICD10CM,headache
45547739,Episodic tension-type headache,G44.21,ICD10CM,headache
45571805,"Migraine, unspecified, intractable, without status migrainosus",G43.919,ICD10CM,headache
45571804,"Menstrual migraine, intractable, with status migrainosus",G43.831,ICD10CM,headache
45547734,"Persistent migraine aura with cerebral infarction, intractable, without status migrainosus",G43.619,ICD10CM,headache
45576584,Primary cough headache,G44.83,ICD10CM,headache
45581491,"Chronic migraine without aura, intractable, with status migrainosus",G43.711,ICD10CM,headache
45538118,"Chronic post-traumatic headache, not intractable",G44.329,ICD10CM,headache
45600788,"Episodic paroxysmal hemicrania, not intractable",G44.039,ICD10CM,headache
45533139,"Cyclical vomiting, not intractable, without status migrainosus",G43.A09,ICD10CM,headache
45586291,"Persistent migraine aura without cerebral infarction, intractable, without status migrainosus",G43.519,ICD10CM,headache
1568336,"Persistent migraine aura with cerebral infarction, intractable",G43.61,ICD10CM,headache
45538108,"Migraine without aura, intractable, with status migrainosus",G43.011,ICD10CM,headache
45576577,"Periodic headache syndromes in child or adult, intractable, without status migrainosus",G43.C19,ICD10CM,headache
45566882,"Post-traumatic headache, unspecified, not intractable",G44.309,ICD10CM,headache
45571802,"Menstrual migraine, not intractable, with status migrainosus",G43.821,ICD10CM,headache
1568340,"Other migraine, not intractable",G43.80,ICD10CM,headache
45586293,Episodic cluster headache,G44.01,ICD10CM,headache
35207378,"Migraine without aura, not intractable",G43.00,ICD10CM,headache
45591184,Hypnic headache,G44.81,ICD10CM,headache
1568331,Migraine without aura,G43.0,ICD10CM,headache
45600789,Other complicated headache syndrome,G44.59,ICD10CM,headache
45547738,"Tension-type headache, unspecified, not intractable",G44.209,ICD10CM,headache
1568332,Migraine with aura,G43.1,ICD10CM,headache
45605546,"Persistent migraine aura with cerebral infarction, intractable, with status migrainosus",G43.611,ICD10CM,headache
45576581,"Other trigeminal autonomic cephalgias (TAC), not intractable",G44.099,ICD10CM,headache
725458,"Headache with orthostatic component, not elsewhere classified",R51.0,ICD10CM,headache
45605549,"Episodic cluster headache, intractable",G44.011,ICD10CM,headache
45605553,"Chronic tension-type headache, intractable",G44.221,ICD10CM,headache
1568350,Other trigeminal autonomic cephalgias (TAC),G44.09,ICD10CM,headache
45566878,"Cluster headache syndrome, unspecified, intractable",G44.001,ICD10CM,headache
45538116,"Menstrual migraine, not intractable, without status migrainosus",G43.D09,ICD10CM,headache
1568345,Other headache syndromes,G44,ICD10CM,headache
45557238,"Migraine, unspecified, intractable, with status migrainosus",G43.911,ICD10CM,headache
1568351,"Vascular headache, not elsewhere classified",G44.1,ICD10CM,headache
45576583,New daily persistent headache (NDPH),G44.52,ICD10CM,headache
45538109,"Hemiplegic migraine, not intractable, without status migrainosus",G43.409,ICD10CM,headache
45552527,"Migraine with aura, intractable, without status migrainosus",G43.119,ICD10CM,headache
45533137,"Persistent migraine aura without cerebral infarction, not intractable, without status migrainosus",G43.509,ICD10CM,headache
45566874,"Migraine without aura, not intractable, with status migrainosus",G43.001,ICD10CM,headache
1568348,Episodic paroxysmal hemicrania,G44.03,ICD10CM,headache
45538114,"Ophthalmoplegic migraine, intractable",G43.B1,ICD10CM,headache
45605552,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable",G44.059,ICD10CM,headache
1568333,Persistent migraine aura without cerebral infarction,G43.5,ICD10CM,headache
45571803,"Menstrual migraine, not intractable, without status migrainosus",G43.829,ICD10CM,headache
45595945,"Vascular headache, not elsewhere classified, intractable",G44.11,ICD10CM,headache
45571806,"Periodic headache syndromes in child or adult, not intractable, without status migrainosus",G43.C09,ICD10CM,headache
1568343,"Menstrual migraine, intractable",G43.83,ICD10CM,headache
1568334,Persistent migraine aura with cerebral infarction,G43.6,ICD10CM,headache
35207392,"Migraine, unspecified, intractable",G43.91,ICD10CM,headache
45605548,"Cluster headache syndrome, unspecified, not intractable",G44.009,ICD10CM,headache
45600785,"Chronic migraine without aura, intractable, without status migrainosus",G43.719,ICD10CM,headache
45542889,"Tension-type headache, unspecified, intractable",G44.201,ICD10CM,headache
35207387,"Chronic migraine without aura, not intractable",G43.70,ICD10CM,headache
45547733,"Persistent migraine aura with cerebral infarction, not intractable, with status migrainosus",G43.601,ICD10CM,headache
45586290,"Persistent migraine aura without cerebral infarction, not intractable, with status migrainosus",G43.501,ICD10CM,headache
45533143,"Other trigeminal autonomic cephalgias (TAC), intractable",G44.091,ICD10CM,headache
1568330,Migraine,G43,ICD10CM,headache
45605554,"Acute post-traumatic headache, not intractable",G44.319,ICD10CM,headache
45595940,"Persistent migraine aura without cerebral infarction, intractable, with status migrainosus",G43.511,ICD10CM,headache
45591183,"Episodic paroxysmal hemicrania, intractable",G44.031,ICD10CM,headache
45595942,"Menstrual migraine, intractable, without status migrainosus",G43.839,ICD10CM,headache
45538111,"Other migraine, intractable, without status migrainosus",G43.819,ICD10CM,headache
1568338,Periodic headache syndromes in child or adult,G43.C,ICD10CM,headache
45533144,Other headache syndrome,G44.89,ICD10CM,headache
45538113,"Ophthalmoplegic migraine, not intractable, without status migrainosus",G43.B09,ICD10CM,headache
45562109,Chronic pain syndrome,G89.4,ICD10CM,generalized_pain
35211389,"Pain, unspecified",R52,ICD10CM,generalized_pain
1568420,"Pain, not elsewhere classified",G89,ICD10CM,generalized_pain
45566906,Central pain syndrome,G89.0,ICD10CM,generalized_pain
45542912,Other chronic pain,G89.29,ICD10CM,generalized_pain
45542780,Transfusion associated circulatory overload,E87.71,ICD10CM,fluid_and_electrolyte
35207094,Acidosis,E87.2,ICD10CM,fluid_and_electrolyte
45576480,"Fluid overload, unspecified",E87.70,ICD10CM,fluid_and_electrolyte
35207099,Fluid overload,E87.7,ICD10CM,fluid_and_electrolyte
1568078,"Other disorders of fluid, electrolyte and acid-base balance",E87,ICD10CM,fluid_and_electrolyte
35207100,"Other disorders of electrolyte and fluid balance, not elsewhere classified",E87.8,ICD10CM,fluid_and_electrolyte
35207093,Hypo-osmolality and hyponatremia,E87.1,ICD10CM,fluid_and_electrolyte
35207095,Alkalosis,E87.3,ICD10CM,fluid_and_electrolyte
35207096,Mixed disorder of acid-base balance,E87.4,ICD10CM,fluid_and_electrolyte
35207098,Hypokalemia,E87.6,ICD10CM,fluid_and_electrolyte
45542781,Other fluid overload,E87.79,ICD10CM,fluid_and_electrolyte
35207097,Hyperkalemia,E87.5,ICD10CM,fluid_and_electrolyte
35207092,Hyperosmolality and hypernatremia,E87.0,ICD10CM,fluid_and_electrolyte
45587018,Muscle weakness (generalized),M62.81,ICD10CM,fatigue_and_malaise
45582718,Other malaise,R53.81,ICD10CM,fatigue_and_malaise
45534458,Other fatigue,R53.83,ICD10CM,fatigue_and_malaise
35207505,Postviral fatigue syndrome,G93.3,ICD10CM,fatigue_and_malaise
1572256,Other malaise and fatigue,R53.8,ICD10CM,fatigue_and_malaise
45573032,"Chronic fatigue, unspecified",R53.82,ICD10CM,fatigue_and_malaise
35211275,Cough,R05,ICD10CM,respiratory_signs_and_sx
766424,Acute cough,R05.1,ICD10CM,respiratory_signs_and_sx
766427,Cough syncope,R05.4,ICD10CM,respiratory_signs_and_sx
766428,Other specified cough,R05.8,ICD10CM,respiratory_signs_and_sx
766429,"Cough, unspecified",R05.9,ICD10CM,respiratory_signs_and_sx
766425,Subacute cough,R05.2,ICD10CM,respiratory_signs_and_sx
766426,Chronic cough,R05.3,ICD10CM,respiratory_signs_and_sx
45534424,"Chest pain, unspecified",R07.9,ICD10CM,chest_pain
35211284,Chest pain on breathing,R07.1,ICD10CM,chest_pain
45597167,Intercostal pain,R07.82,ICD10CM,chest_pain
45602002,Other chest pain,R07.89,ICD10CM,chest_pain
1572194,Other chest pain,R07.8,ICD10CM,chest_pain
35211283,Pain in throat,R07.0,ICD10CM,chest_pain
45587497,Pleurodynia,R07.81,ICD10CM,chest_pain
35211285,Precordial pain,R07.2,ICD10CM,chest_pain
1572193,Pain in throat and chest,R07,ICD10CM,chest_pain
35211352,Parosmia,R43.1,ICD10CM,changes_in_taste_and_smell
35211353,Parageusia,R43.2,ICD10CM,changes_in_taste_and_smell
45573025,Unspecified disturbances of smell and taste,R43.9,ICD10CM,changes_in_taste_and_smell
35211351,Anosmia,R43.0,ICD10CM,changes_in_taste_and_smell
35211354,Other disturbances of smell and taste,R43.8,ICD10CM,changes_in_taste_and_smell
1572242,Disturbances of smell and taste,R43,ICD10CM,changes_in_taste_and_smell
45534422,Shortness of breath,R06.02,ICD10CM,respiratory_signs_and_sx
35211286,Pleurisy,R09.1,ICD10CM,respiratory_signs_and_sx
35211265,Benign and innocent cardiac murmurs,R01.0,ICD10CM,cardiovascular_signs_and_sx
35211272,Hemoptysis,R04.2,ICD10CM,respiratory_signs_and_sx
35211278,Periodic breathing,R06.3,ICD10CM,respiratory_signs_and_sx
45573007,Hypoxemia,R09.02,ICD10CM,respiratory_signs_and_sx
35211273,Hemorrhage from other sites in respiratory passages,R04.8,ICD10CM,respiratory_signs_and_sx
1572196,Asphyxia and hypoxemia,R09.0,ICD10CM,respiratory_signs_and_sx
35211287,Respiratory arrest,R09.2,ICD10CM,respiratory_signs_and_sx
35211276,Stridor,R06.1,ICD10CM,respiratory_signs_and_sx
1572187,Cardiac murmurs and other cardiac sounds,R01,ICD10CM,cardiovascular_signs_and_sx
45558453,Other specified symptoms and signs involving the circulatory and respiratory systems,R09.89,ICD10CM,respiratory_signs_and_sx
45563287,Hemorrhage from other sites in respiratory passages,R04.89,ICD10CM,respiratory_signs_and_sx
35211274,"Hemorrhage from respiratory passages, unspecified",R04.9,ICD10CM,respiratory_signs_and_sx
35211267,Other cardiac sounds,R01.2,ICD10CM,cardiovascular_signs_and_sx
35211268,"Elevated blood-pressure reading, without diagnosis of hypertension",R03.0,ICD10CM,cardiovascular_signs_and_sx
35211269,Nonspecific low blood-pressure reading,R03.1,ICD10CM,cardiovascular_signs_and_sx
35211280,Mouth breathing,R06.5,ICD10CM,respiratory_signs_and_sx
35211282,Sneezing,R06.7,ICD10CM,respiratory_signs_and_sx
1572192,Other abnormalities of breathing,R06.8,ICD10CM,respiratory_signs_and_sx
45558447,Acute idiopathic pulmonary hemorrhage in infants,R04.81,ICD10CM,cardiovascular_signs_and_sx
45587496,"Dyspnea, unspecified",R06.00,ICD10CM,respiratory_signs_and_sx
35211279,Hyperventilation,R06.4,ICD10CM,respiratory_signs_and_sx
35211277,Wheezing,R06.2,ICD10CM,respiratory_signs_and_sx
1572190,Abnormalities of breathing,R06,ICD10CM,respiratory_signs_and_sx
35211271,Hemorrhage from throat,R04.1,ICD10CM,respiratory_signs_and_sx
45606793,"Apnea, not elsewhere classified",R06.81,ICD10CM,respiratory_signs_and_sx
1572189,Hemorrhage from respiratory passages,R04,ICD10CM,respiratory_signs_and_sx
45597165,Orthopnea,R06.01,ICD10CM,respiratory_signs_and_sx
35211288,Abnormal sputum,R09.3,ICD10CM,respiratory_signs_and_sx
45553714,Snoring,R06.83,ICD10CM,respiratory_signs_and_sx
45568110,Asphyxia,R09.01,ICD10CM,respiratory_signs_and_sx
35211270,Epistaxis,R04.0,ICD10CM,respiratory_signs_and_sx
1326788,Acute respiratory distress,R06.03,ICD10CM,respiratory_signs_and_sx
1572191,Dyspnea,R06.0,ICD10CM,respiratory_signs_and_sx
1572195,Other symptoms and signs involving the circulatory and respiratory system,R09,ICD10CM,respiratory_signs_and_sx
45539314,"Tachypnea, not elsewhere classified",R06.82,ICD10CM,respiratory_signs_and_sx
1572197,Other specified symptoms and signs involving the circulatory and respiratory systems,R09.8,ICD10CM,respiratory_signs_and_sx
35211266,"Cardiac murmur, unspecified",R01.1,ICD10CM,cardiovascular_signs_and_sx
45563288,Unspecified abnormalities of breathing,R06.9,ICD10CM,respiratory_signs_and_sx
1572188,"Abnormal blood-pressure reading, without diagnosis",R03,ICD10CM,cardiovascular_signs_and_sx
35211281,Hiccough,R06.6,ICD10CM,respiratory_signs_and_sx
45602003,Nasal congestion,R09.81,ICD10CM,respiratory_signs_and_sx
35211314,Cyanosis,R23.0,ICD10CM,cardiovascular_signs_and_sx
45577778,Other abnormalities of breathing,R06.89,ICD10CM,respiratory_signs_and_sx
45548944,Other forms of dyspnea,R06.09,ICD10CM,respiratory_signs_and_sx
45606794,Postnasal drip,R09.82,ICD10CM,respiratory_signs_and_sx
35207769,Left anterior fascicular block,I44.4,ICD10CM,arrythmias
1553751,Longstanding persistent atrial fibrillation,I48.11,ICD10CM,arrythmias
1569162,Atrioventricular and left bundle-branch block,I44,ICD10CM,arrythmias
35207790,Other specified cardiac arrhythmias,I49.8,ICD10CM,arrythmias
45547315,Encounter for checking and testing of cardiac pacemaker pulse generator [battery],Z45.010,ICD10CM,arrythmias
1569173,Atypical atrial flutter,I48.4,ICD10CM,arrythmias
35225413,Presence of cardiac pacemaker,Z95.0,ICD10CM,arrythmias
35207774,Trifascicular block,I45.3,ICD10CM,arrythmias
1569170,Atrial fibrillation and flutter,I48,ICD10CM,arrythmias
35207771,"Left bundle-branch block, unspecified",I44.7,ICD10CM,arrythmias
35207775,Nonspecific intraventricular block,I45.4,ICD10CM,arrythmias
1569168,Cardiac arrest,I46,ICD10CM,arrythmias
35207772,Right fascicular block,I45.0,ICD10CM,arrythmias
35207780,Re-entry ventricular arrhythmia,I47.0,ICD10CM,arrythmias
35207785,Persistent atrial fibrillation,I48.1,ICD10CM,arrythmias
1569172,Typical atrial flutter,I48.3,ICD10CM,arrythmias
35207791,"Cardiac arrhythmia, unspecified",I49.9,ICD10CM,arrythmias
45562352,Long QT syndrome,I45.81,ICD10CM,arrythmias
35207781,Supraventricular tachycardia,I47.1,ICD10CM,arrythmias
1569171,Chronic atrial fibrillation,I48.2,ICD10CM,arrythmias
1569175,Other cardiac arrhythmias,I49,ICD10CM,arrythmias
1569163,Other and unspecified atrioventricular block,I44.3,ICD10CM,arrythmias
35207782,Ventricular tachycardia,I47.2,ICD10CM,arrythmias
35207776,Other specified heart block,I45.5,ICD10CM,arrythmias
35207777,Pre-excitation syndrome,I45.6,ICD10CM,arrythmias
45562353,Ventricular fibrillation,I49.01,ICD10CM,arrythmias
35207786,Atrial premature depolarization,I49.1,ICD10CM,arrythmias
45576876,Unspecified atrial fibrillation,I48.91,ICD10CM,arrythmias
35207773,Bifascicular block,I45.2,ICD10CM,arrythmias
45591468,Other premature depolarization,I49.49,ICD10CM,arrythmias
35207789,Sick sinus syndrome,I49.5,ICD10CM,arrythmias
45557544,Unspecified right bundle-branch block,I45.10,ICD10CM,arrythmias
45581775,Other fascicular block,I44.69,ICD10CM,arrythmias
1572186,Abnormalities of heart beat,R00,ICD10CM,arrythmias
45572094,Unspecified atrial flutter,I48.92,ICD10CM,arrythmias
1569174,Unspecified atrial fibrillation and atrial flutter,I48.9,ICD10CM,arrythmias
1569177,Other and unspecified premature depolarization,I49.4,ICD10CM,arrythmias
45605798,Other specified conduction disorders,I45.89,ICD10CM,arrythmias
1569166,Other and unspecified right bundle-branch block,I45.1,ICD10CM,arrythmias
45595516,Encounter for adjustment and management of other part of cardiac pacemaker,Z45.018,ICD10CM,arrythmias
1569165,Other conduction disorders,I45,ICD10CM,arrythmias
1553753,"Chronic atrial fibrillation, unspecified",I48.20,ICD10CM,arrythmias
35207787,Junctional premature depolarization,I49.2,ICD10CM,arrythmias
45596205,Other right bundle-branch block,I45.19,ICD10CM,arrythmias
35207783,"Paroxysmal tachycardia, unspecified",I47.9,ICD10CM,arrythmias
35207768,"Atrioventricular block, complete",I44.2,ICD10CM,arrythmias
45562351,Unspecified fascicular block,I44.60,ICD10CM,arrythmias
35211263,Palpitations,R00.2,ICD10CM,arrythmias
35207778,"Conduction disorder, unspecified",I45.9,ICD10CM,arrythmias
35211264,Other abnormalities of heart beat,R00.8,ICD10CM,arrythmias
1569176,Ventricular fibrillation and flutter,I49.0,ICD10CM,arrythmias
45552792,Other atrioventricular block,I44.39,ICD10CM,arrythmias
35207766,"Atrioventricular block, first degree",I44.0,ICD10CM,arrythmias
35207767,"Atrioventricular block, second degree",I44.1,ICD10CM,arrythmias
1569169,Paroxysmal tachycardia,I47,ICD10CM,arrythmias
35211261,"Tachycardia, unspecified",R00.0,ICD10CM,arrythmias
35207770,Left posterior fascicular block,I44.5,ICD10CM,arrythmias
1553754,Permanent atrial fibrillation,I48.21,ICD10CM,arrythmias
35211262,"Bradycardia, unspecified",R00.1,ICD10CM,arrythmias
1569167,Other specified conduction disorders,I45.8,ICD10CM,arrythmias
45577776,Unspecified abnormalities of heart beat,R00.9,ICD10CM,arrythmias
45552796,Unspecified premature depolarization,I49.40,ICD10CM,arrythmias
45596204,Unspecified atrioventricular block,I44.30,ICD10CM,arrythmias
1553752,Other persistent atrial fibrillation,I48.19,ICD10CM,arrythmias
45533455,Ventricular flutter,I49.02,ICD10CM,arrythmias
1569164,Other and unspecified fascicular block,I44.6,ICD10CM,arrythmias
35207784,Paroxysmal atrial fibrillation,I48.0,ICD10CM,arrythmias
35207788,Ventricular premature depolarization,I49.3,ICD10CM,arrythmias
35208069,Acute respiratory distress syndrome,J80,ICD10CM,acute_respiratory_distress_syndrome
1571485,Acute kidney failure,N17,ICD10CM,acute_kidney_injury
35209269,Acute kidney failure with tubular necrosis,N17.0,ICD10CM,acute_kidney_injury
35209272,Other acute kidney failure,N17.8,ICD10CM,acute_kidney_injury
35209271,Acute kidney failure with medullary necrosis,N17.2,ICD10CM,acute_kidney_injury
35209273,"Acute kidney failure, unspecified",N17.9,ICD10CM,acute_kidney_injury
35209270,Acute kidney failure with acute cortical necrosis,N17.1,ICD10CM,acute_kidney_injury
35211421,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH],R74.0,ICD10CM,abnormal_liver_enzymes
725460,Elevation of levels of liver transaminase levels,R74.01,ICD10CM,abnormal_liver_enzymes
725461,Elevation of levels of lactic acid dehydrogenase [LDH],R74.02,ICD10CM,abnormal_liver_enzymes
35211524,Abnormal results of liver function studies,R94.5,ICD10CM,abnormal_liver_enzymes
45602005,Left lower quadrant rebound abdominal tenderness,R10.824,ICD10CM,abdominal_pain
45553715,Left lower quadrant pain,R10.32,ICD10CM,abdominal_pain
45597170,Right lower quadrant rebound abdominal tenderness,R10.823,ICD10CM,abdominal_pain
45582694,Right lower quadrant pain,R10.31,ICD10CM,abdominal_pain
45568114,Unspecified abdominal pain,R10.9,ICD10CM,abdominal_pain
45577782,Generalized abdominal tenderness,R10.817,ICD10CM,abdominal_pain
45597169,Left upper quadrant rebound abdominal tenderness,R10.822,ICD10CM,abdominal_pain
1572201,Other abdominal pain,R10.8,ICD10CM,abdominal_pain
45573010,"Abdominal tenderness, unspecified site",R10.819,ICD10CM,abdominal_pain
45544130,Right lower quadrant abdominal tenderness,R10.813,ICD10CM,abdominal_pain
1572198,Abdominal and pelvic pain,R10,ICD10CM,abdominal_pain
45582695,Right upper quadrant rebound abdominal tenderness,R10.821,ICD10CM,abdominal_pain
45602006,Epigastric rebound abdominal tenderness,R10.826,ICD10CM,abdominal_pain
45592408,Abdominal tenderness,R10.81,ICD10CM,abdominal_pain
45577783,Periumbilic rebound abdominal tenderness,R10.825,ICD10CM,abdominal_pain
45606795,Left lower quadrant abdominal tenderness,R10.814,ICD10CM,abdominal_pain
45548948,Generalized rebound abdominal tenderness,R10.827,ICD10CM,abdominal_pain
45602004,Periumbilic abdominal tenderness,R10.815,ICD10CM,abdominal_pain
45592407,Periumbilical pain,R10.33,ICD10CM,abdominal_pain
1572202,Rebound abdominal tenderness,R10.82,ICD10CM,abdominal_pain
45553716,"Rebound abdominal tenderness, unspecified site",R10.829,ICD10CM,abdominal_pain
35211289,Acute abdomen,R10.0,ICD10CM,abdominal_pain
45573009,Right upper quadrant abdominal tenderness,R10.811,ICD10CM,abdominal_pain
45563290,"Lower abdominal pain, unspecified",R10.30,ICD10CM,abdominal_pain
45558455,Generalized abdominal pain,R10.84,ICD10CM,abdominal_pain
45602007,Colic,R10.83,ICD10CM,abdominal_pain
45577781,"Upper abdominal pain, unspecified",R10.10,ICD10CM,abdominal_pain
45558454,Epigastric pain,R10.13,ICD10CM,abdominal_pain
45534427,Left upper quadrant abdominal tenderness,R10.812,ICD10CM,abdominal_pain
45597168,Left upper quadrant pain,R10.12,ICD10CM,abdominal_pain
45534428,Epigastric abdominal tenderness,R10.816,ICD10CM,abdominal_pain
45568112,Right upper quadrant pain,R10.11,ICD10CM,abdominal_pain
45552530,"Abdominal migraine, not intractable",G43.D0,ICD10CM,abdominal_pain
45533140,"Abdominal migraine, intractable",G43.D1,ICD10CM,abdominal_pain
45536984,"Chilblains, subsequent encounter",T69.1XXD,ICD10CM,skin
45599694,"Chilblains, sequela",T69.1XXS,ICD10CM,skin
45551429,"Chilblains, initial encounter",T69.1XXA,ICD10CM,skin
19160,Chilblains,T69.1,ICD10CM,skin
35208481,"Unspecified contact dermatitis, unspecified cause",L25.9,ICD10CM,skin
35208496,"Pruritus, unspecified",L29.9,ICD10CM,skin
35208495,Other pruritus,L29.8,ICD10CM,skin
35208510,Other psoriasis,L40.8,ICD10CM,skin
35208516,Large plaque parapsoriasis,L41.4,ICD10CM,skin
35208509,Guttate psoriasis,L40.4,ICD10CM,skin
35208515,Small plaque parapsoriasis,L41.3,ICD10CM,skin
45586768,Psoriatic spondylitis,L40.53,ICD10CM,skin
35208507,Acrodermatitis continua,L40.2,ICD10CM,skin
1569777,Psoriasis,L40,ICD10CM,skin
35208517,Retiform parapsoriasis,L41.5,ICD10CM,skin
1569779,Parapsoriasis,L41,ICD10CM,skin
45548197,Psoriatic arthritis mutilans,L40.52,ICD10CM,skin
45596373,Other psoriatic arthropathy,L40.59,ICD10CM,skin
35208508,Pustulosis palmaris et plantaris,L40.3,ICD10CM,skin
45548196,"Arthropathic psoriasis, unspecified",L40.50,ICD10CM,skin
35208505,Psoriasis vulgaris,L40.0,ICD10CM,skin
45601222,Distal interphalangeal psoriatic arthropathy,L40.51,ICD10CM,skin
45533640,Psoriatic juvenile arthropathy,L40.54,ICD10CM,skin
35208511,"Psoriasis, unspecified",L40.9,ICD10CM,skin
35208506,Generalized pustular psoriasis,L40.1,ICD10CM,skin
35208519,"Parapsoriasis, unspecified",L41.9,ICD10CM,skin
1569778,Arthropathic psoriasis,L40.5,ICD10CM,skin
35208518,Other parapsoriasis,L41.8,ICD10CM,skin
35211315,Pallor,R23.1,ICD10CM,skin
35211305,Hypoesthesia of skin,R20.1,ICD10CM,skin
35211304,Anesthesia of skin,R20.0,ICD10CM,skin
45586344,Vitiligo of right upper eyelid and periocular area,H02.731,ICD10CM,skin
45552568,Vitiligo of left lower eyelid and periocular area,H02.735,ICD10CM,skin
45566930,Vitiligo of right lower eyelid and periocular area,H02.732,ICD10CM,skin
45538173,"Vitiligo of right eye, unspecified eyelid and periocular area",H02.733,ICD10CM,skin
1568479,Vitiligo of eyelid and periocular area,H02.73,ICD10CM,skin
45605586,"Vitiligo of left eye, unspecified eyelid and periocular area",H02.736,ICD10CM,skin
45557286,Vitiligo of left upper eyelid and periocular area,H02.734,ICD10CM,skin
45542944,"Vitiligo of unspecified eye, unspecified eyelid and periocular area",H02.739,ICD10CM,skin
35208655,Vitiligo,L80,ICD10CM,skin
35207245,Expressive language disorder,F80.1,ICD10CM,cognitive_function
1572239,Other symptoms and signs involving cognitive functions and awareness,R41,ICD10CM,cognitive_function
35211349,Other amnesia,R41.3,ICD10CM,cognitive_function
35225170,"Problems related to education and literacy, unspecified",Z55.9,ICD10CM,cognitive_function
35207115,Amnestic disorder due to known physiological condition,F04,ICD10CM,mental_health
35207116,Delirium due to known physiological condition,F05,ICD10CM,mental_health
35207117,Psychotic disorder with hallucinations due to known physiological condition,F06.0,ICD10CM,mental_health
35207118,Catatonic disorder due to known physiological condition,F06.1,ICD10CM,mental_health
35207119,Psychotic disorder with delusions due to known physiological condition,F06.2,ICD10CM,mental_health
1568092,Mood disorder due to known physiological condition,F06.3,ICD10CM,mental_health
45557151,"Mood disorder due to known physiological condition, unspecified",F06.30,ICD10CM,mental_health
45561998,Mood disorder due to known physiological condition with depressive features,F06.31,ICD10CM,mental_health
45581399,Mood disorder due to known physiological condition with major depressive-like episode,F06.32,ICD10CM,mental_health
45600688,Mood disorder due to known physiological condition with manic features,F06.33,ICD10CM,mental_health
45576490,Mood disorder due to known physiological condition with mixed features,F06.34,ICD10CM,mental_health
35207120,Anxiety disorder due to known physiological condition,F06.4,ICD10CM,mental_health
35207121,Other specified mental disorders due to known physiological condition,F06.8,ICD10CM,mental_health
35207122,Unspecified mental disorder due to known physiological condition,F06.9,ICD10CM,mental_health
1568093,Personality and behavioral disorders due to known physiological condition,F07,ICD10CM,mental_health
35207123,Personality change due to known physiological condition,F07.0,ICD10CM,mental_health
1568094,Other personality and behavioral disorders due to known physiological condition,F07.8,ICD10CM,mental_health
45571706,Postconcussional syndrome,F07.81,ICD10CM,mental_health
45542788,Other personality and behavioral disorders due to known physiological condition,F07.89,ICD10CM,mental_health
35207124,Unspecified personality and behavioral disorder due to known physiological condition,F07.9,ICD10CM,mental_health
35207139,"Schizoaffective disorder, unspecified",F25.9,ICD10CM,mental_health
1568206,Schizophrenia,F20,ICD10CM,mental_health
35207126,Paranoid schizophrenia,F20.0,ICD10CM,mental_health
35207127,Disorganized schizophrenia,F20.1,ICD10CM,mental_health
35207128,Catatonic schizophrenia,F20.2,ICD10CM,mental_health
