"concept_id","concept_code","concept_name","ccsr_cat_code","cluster"
45567429,"M07.662","Enteropathic arthropathies, left knee","MUS008","Immune-mediated/reactive arthropathies"
45548288,"M10.021","Idiopathic gout, right elbow","MUS033","Gout"
45543449,"M10.022","Idiopathic gout, left elbow","MUS033","Gout"
45606067,"M07.669","Enteropathic arthropathies, unspecified knee","MUS008","Immune-mediated/reactive arthropathies"
45553066,"M10.029","Idiopathic gout, unspecified elbow","MUS033","Gout"
45533712,"M10.031","Idiopathic gout, right wrist","MUS033","Gout"
45553056,"M07.671","Enteropathic arthropathies, right ankle and foot","MUS008","Immune-mediated/reactive arthropathies"
45601305,"M10.032","Idiopathic gout, left wrist","MUS033","Gout"
45567440,"M10.039","Idiopathic gout, unspecified wrist","MUS033","Gout"
45562610,"M10.041","Idiopathic gout, right hand","MUS033","Gout"
45567430,"M07.672","Enteropathic arthropathies, left ankle and foot","MUS008","Immune-mediated/reactive arthropathies"
45591716,"M10.042","Idiopathic gout, left hand","MUS033","Gout"
45586859,"M10.049","Idiopathic gout, unspecified hand","MUS033","Gout"
45596447,"M07.679","Enteropathic arthropathies, unspecified ankle and foot","MUS008","Immune-mediated/reactive arthropathies"
45601306,"M10.051","Idiopathic gout, right hip","MUS033","Gout"
45538647,"M10.052","Idiopathic gout, left hip","MUS033","Gout"
45582021,"M10.00","Idiopathic gout, unspecified site","MUS033","Gout"
45533713,"M10.059","Idiopathic gout, unspecified hip","MUS033","Gout"
45577122,"M07.68","Enteropathic arthropathies, vertebrae","MUS008","Immune-mediated/reactive arthropathies"
45538648,"M10.061","Idiopathic gout, right knee","MUS033","Gout"
45548289,"M10.062","Idiopathic gout, left knee","MUS033","Gout"
45557781,"M10.069","Idiopathic gout, unspecified knee","MUS033","Gout"
45582023,"M10.071","Idiopathic gout, right ankle and foot","MUS033","Gout"
45538641,"M07.69","Enteropathic arthropathies, multiple sites","MUS008","Immune-mediated/reactive arthropathies"
45601307,"M10.072","Idiopathic gout, left ankle and foot","MUS033","Gout"
45553067,"M10.079","Idiopathic gout, unspecified ankle and foot","MUS033","Gout"
45538649,"M10.08","Idiopathic gout, vertebrae","MUS033","Gout"
45582024,"M10.09","Idiopathic gout, multiple sites","MUS033","Gout"
45606092,"M10.38","Gout due to renal impairment, vertebrae","MUS033","Gout"
45557785,"M10.30","Gout due to renal impairment, unspecified site","MUS033","Gout"
45601314,"M10.311","Gout due to renal impairment, right shoulder","MUS033","Gout"
45596458,"M10.312","Gout due to renal impairment, left shoulder","MUS033","Gout"
45553071,"M10.319","Gout due to renal impairment, unspecified shoulder","MUS033","Gout"
45606089,"M10.321","Gout due to renal impairment, right elbow","MUS033","Gout"
45538655,"M10.322","Gout due to renal impairment, left elbow","MUS033","Gout"
45606090,"M10.329","Gout due to renal impairment, unspecified elbow","MUS033","Gout"
45577135,"M10.331","Gout due to renal impairment, right wrist","MUS033","Gout"
45582026,"M10.332","Gout due to renal impairment, left wrist","MUS033","Gout"
45601315,"M10.339","Gout due to renal impairment, unspecified wrist","MUS033","Gout"
45538656,"M10.341","Gout due to renal impairment, right hand","MUS033","Gout"
45577136,"M10.342","Gout due to renal impairment, left hand","MUS033","Gout"
45601316,"M10.349","Gout due to renal impairment, unspecified hand","MUS033","Gout"
45562615,"M10.351","Gout due to renal impairment, right hip","MUS033","Gout"
45586867,"M11.061","Hydroxyapatite deposition disease, right knee","MUS034","Crystal arthropathies (excluding gout)"
45543455,"M11.062","Hydroxyapatite deposition disease, left knee","MUS034","Crystal arthropathies (excluding gout)"
45582030,"M11.069","Hydroxyapatite deposition disease, unspecified knee","MUS034","Crystal arthropathies (excluding gout)"
45548300,"M11.071","Hydroxyapatite deposition disease, right ankle and foot","MUS034","Crystal arthropathies (excluding gout)"
45586863,"M10.352","Gout due to renal impairment, left hip","MUS033","Gout"
45538657,"M10.359","Gout due to renal impairment, unspecified hip","MUS033","Gout"
45582027,"M10.361","Gout due to renal impairment, right knee","MUS033","Gout"
45557786,"M10.362","Gout due to renal impairment, left knee","MUS033","Gout"
45543453,"M10.369","Gout due to renal impairment, unspecified knee","MUS033","Gout"
45586864,"M10.371","Gout due to renal impairment, right ankle and foot","MUS033","Gout"
45562616,"M10.372","Gout due to renal impairment, left ankle and foot","MUS033","Gout"
45606091,"M10.379","Gout due to renal impairment, unspecified ankle and foot","MUS033","Gout"
45582034,"M11.251","Other chondrocalcinosis, right hip","MUS034","Crystal arthropathies (excluding gout)"
45548303,"M11.252","Other chondrocalcinosis, left hip","MUS034","Crystal arthropathies (excluding gout)"
45591724,"M11.259","Other chondrocalcinosis, unspecified hip","MUS034","Crystal arthropathies (excluding gout)"
45577142,"M11.261","Other chondrocalcinosis, right knee","MUS034","Crystal arthropathies (excluding gout)"
45601322,"M11.262","Other chondrocalcinosis, left knee","MUS034","Crystal arthropathies (excluding gout)"
45577143,"M11.269","Other chondrocalcinosis, unspecified knee","MUS034","Crystal arthropathies (excluding gout)"
45601323,"M11.271","Other chondrocalcinosis, right ankle and foot","MUS034","Crystal arthropathies (excluding gout)"
45553077,"M11.272","Other chondrocalcinosis, left ankle and foot","MUS034","Crystal arthropathies (excluding gout)"
45586871,"M11.279","Other chondrocalcinosis, unspecified ankle and foot","MUS034","Crystal arthropathies (excluding gout)"
45591725,"M11.28","Other chondrocalcinosis, vertebrae","MUS034","Crystal arthropathies (excluding gout)"
45601324,"M11.29","Other chondrocalcinosis, multiple sites","MUS034","Crystal arthropathies (excluding gout)"
45562621,"M11.80","Other specified crystal arthropathies, unspecified site","MUS034","Crystal arthropathies (excluding gout)"
45596464,"M11.811","Other specified crystal arthropathies, right shoulder","MUS034","Crystal arthropathies (excluding gout)"
45533723,"M11.812","Other specified crystal arthropathies, left shoulder","MUS034","Crystal arthropathies (excluding gout)"
45591726,"M11.819","Other specified crystal arthropathies, unspecified shoulder","MUS034","Crystal arthropathies (excluding gout)"
45591727,"M11.821","Other specified crystal arthropathies, right elbow","MUS034","Crystal arthropathies (excluding gout)"
45596465,"M11.822","Other specified crystal arthropathies, left elbow","MUS034","Crystal arthropathies (excluding gout)"
45543461,"M11.829","Other specified crystal arthropathies, unspecified elbow","MUS034","Crystal arthropathies (excluding gout)"
45567448,"M11.831","Other specified crystal arthropathies, right wrist","MUS034","Crystal arthropathies (excluding gout)"
45562622,"M11.832","Other specified crystal arthropathies, left wrist","MUS034","Crystal arthropathies (excluding gout)"
45582035,"M11.839","Other specified crystal arthropathies, unspecified wrist","MUS034","Crystal arthropathies (excluding gout)"
45553078,"M11.841","Other specified crystal arthropathies, right hand","MUS034","Crystal arthropathies (excluding gout)"
45562623,"M11.842","Other specified crystal arthropathies, left hand","MUS034","Crystal arthropathies (excluding gout)"
45572357,"M11.849","Other specified crystal arthropathies, unspecified hand","MUS034","Crystal arthropathies (excluding gout)"
45601326,"M11.851","Other specified crystal arthropathies, right hip","MUS034","Crystal arthropathies (excluding gout)"
45553079,"M11.852","Other specified crystal arthropathies, left hip","MUS034","Crystal arthropathies (excluding gout)"
45606101,"M11.859","Other specified crystal arthropathies, unspecified hip","MUS034","Crystal arthropathies (excluding gout)"
45557790,"M11.861","Other specified crystal arthropathies, right knee","MUS034","Crystal arthropathies (excluding gout)"
45586872,"M11.862","Other specified crystal arthropathies, left knee","MUS034","Crystal arthropathies (excluding gout)"
45601327,"M11.869","Other specified crystal arthropathies, unspecified knee","MUS034","Crystal arthropathies (excluding gout)"
45538665,"M11.871","Other specified crystal arthropathies, right ankle and foot","MUS034","Crystal arthropathies (excluding gout)"
45543462,"M11.872","Other specified crystal arthropathies, left ankle and foot","MUS034","Crystal arthropathies (excluding gout)"
45601328,"M11.879","Other specified crystal arthropathies, unspecified ankle and foot","MUS034","Crystal arthropathies (excluding gout)"
45562624,"M11.88","Other specified crystal arthropathies, vertebrae","MUS034","Crystal arthropathies (excluding gout)"
45553080,"M11.89","Other specified crystal arthropathies, multiple sites","MUS034","Crystal arthropathies (excluding gout)"
35208757,"M11.9","Crystal arthropathy, unspecified","MUS034","Crystal arthropathies (excluding gout)"
45601336,"M12.371","Palindromic rheumatism, right ankle and foot","MUS007","Other specified joint disorders"
45538672,"M12.372","Palindromic rheumatism, left ankle and foot","MUS007","Other specified joint disorders"
45548308,"M12.379","Palindromic rheumatism, unspecified ankle and foot","MUS007","Other specified joint disorders"
45591733,"M12.38","Palindromic rheumatism, other specified site","MUS007","Other specified joint disorders"
45567455,"M12.39","Palindromic rheumatism, multiple sites","MUS007","Other specified joint disorders"
45567456,"M12.40","Intermittent hydrarthrosis, unspecified site","MUS007","Other specified joint disorders"
45572362,"M12.411","Intermittent hydrarthrosis, right shoulder","MUS007","Other specified joint disorders"
45543473,"M12.412","Intermittent hydrarthrosis, left shoulder","MUS007","Other specified joint disorders"
45601337,"M12.419","Intermittent hydrarthrosis, unspecified shoulder","MUS007","Other specified joint disorders"
45582042,"M12.421","Intermittent hydrarthrosis, right elbow","MUS007","Other specified joint disorders"
45601338,"M12.422","Intermittent hydrarthrosis, left elbow","MUS007","Other specified joint disorders"
45586876,"M12.429","Intermittent hydrarthrosis, unspecified elbow","MUS007","Other specified joint disorders"
45567457,"M12.431","Intermittent hydrarthrosis, right wrist","MUS007","Other specified joint disorders"
45606108,"M12.432","Intermittent hydrarthrosis, left wrist","MUS007","Other specified joint disorders"
45596474,"M12.439","Intermittent hydrarthrosis, unspecified wrist","MUS007","Other specified joint disorders"
45553086,"M12.441","Intermittent hydrarthrosis, right hand","MUS007","Other specified joint disorders"
45606109,"M12.442","Intermittent hydrarthrosis, left hand","MUS007","Other specified joint disorders"
45538673,"M12.449","Intermittent hydrarthrosis, unspecified hand","MUS007","Other specified joint disorders"
45596475,"M12.451","Intermittent hydrarthrosis, right hip","MUS007","Other specified joint disorders"
45543474,"M12.452","Intermittent hydrarthrosis, left hip","MUS007","Other specified joint disorders"
45606110,"M12.459","Intermittent hydrarthrosis, unspecified hip","MUS007","Other specified joint disorders"
45582043,"M12.461","Intermittent hydrarthrosis, right knee","MUS007","Other specified joint disorders"
45577147,"M12.462","Intermittent hydrarthrosis, left knee","MUS007","Other specified joint disorders"
45586877,"M12.469","Intermittent hydrarthrosis, unspecified knee","MUS007","Other specified joint disorders"
45596476,"M12.471","Intermittent hydrarthrosis, right ankle and foot","MUS007","Other specified joint disorders"
45601339,"M12.472","Intermittent hydrarthrosis, left ankle and foot","MUS007","Other specified joint disorders"
45596477,"M12.479","Intermittent hydrarthrosis, unspecified ankle and foot","MUS007","Other specified joint disorders"
45606111,"M12.48","Intermittent hydrarthrosis, other site","MUS007","Other specified joint disorders"
45606112,"M12.49","Intermittent hydrarthrosis, multiple sites","MUS007","Other specified joint disorders"
45557801,"M12.80","Other specific arthropathies, not elsewhere classified, unspecified site","MUS007","Other specified joint disorders"
45601341,"M12.811","Other specific arthropathies, not elsewhere classified, right shoulder","MUS007","Other specified joint disorders"
45577150,"M12.812","Other specific arthropathies, not elsewhere classified, left shoulder","MUS007","Other specified joint disorders"
45533733,"M12.819","Other specific arthropathies, not elsewhere classified, unspecified shoulder","MUS007","Other specified joint disorders"
45582047,"M12.821","Other specific arthropathies, not elsewhere classified, right elbow","MUS007","Other specified joint disorders"
45586880,"M12.822","Other specific arthropathies, not elsewhere classified, left elbow","MUS007","Other specified joint disorders"
45548310,"M12.829","Other specific arthropathies, not elsewhere classified, unspecified elbow","MUS007","Other specified joint disorders"
45557802,"M12.831","Other specific arthropathies, not elsewhere classified, right wrist","MUS007","Other specified joint disorders"
45577151,"M12.832","Other specific arthropathies, not elsewhere classified, left wrist","MUS007","Other specified joint disorders"
45562637,"M12.839","Other specific arthropathies, not elsewhere classified, unspecified wrist","MUS007","Other specified joint disorders"
45553088,"M12.841","Other specific arthropathies, not elsewhere classified, right hand","MUS007","Other specified joint disorders"
45591735,"M12.842","Other specific arthropathies, not elsewhere classified, left hand","MUS007","Other specified joint disorders"
45572367,"M12.849","Other specific arthropathies, not elsewhere classified, unspecified hand","MUS007","Other specified joint disorders"
45586881,"M12.851","Other specific arthropathies, not elsewhere classified, right hip","MUS007","Other specified joint disorders"
45548311,"M12.852","Other specific arthropathies, not elsewhere classified, left hip","MUS007","Other specified joint disorders"
45601342,"M12.859","Other specific arthropathies, not elsewhere classified, unspecified hip","MUS007","Other specified joint disorders"
45548312,"M12.861","Other specific arthropathies, not elsewhere classified, right knee","MUS007","Other specified joint disorders"
45582048,"M12.862","Other specific arthropathies, not elsewhere classified, left knee","MUS007","Other specified joint disorders"
45586882,"M12.869","Other specific arthropathies, not elsewhere classified, unspecified knee","MUS007","Other specified joint disorders"
45577152,"M12.871","Other specific arthropathies, not elsewhere classified, right ankle and foot","MUS007","Other specified joint disorders"
45567458,"M12.872","Other specific arthropathies, not elsewhere classified, left ankle and foot","MUS007","Other specified joint disorders"
45606114,"M12.879","Other specific arthropathies, not elsewhere classified, unspecified ankle and foot","MUS007","Other specified joint disorders"
45586883,"M12.88","Other specific arthropathies, not elsewhere classified, other specified site","MUS007","Other specified joint disorders"
45601343,"M12.89","Other specific arthropathies, not elsewhere classified, multiple sites","MUS007","Other specified joint disorders"
45586884,"M12.9","Arthropathy, unspecified","MUS007","Other specified joint disorders"
1570294,"M13","Other arthritis","MUS007","Other specified joint disorders"
35208758,"M13.0","Polyarthritis, unspecified","MUS007","Other specified joint disorders"
1570295,"M13.1","Monoarthritis, not elsewhere classified","MUS007","Other specified joint disorders"
45538676,"M13.10","Monoarthritis, not elsewhere classified, unspecified site","MUS007","Other specified joint disorders"
1570296,"M13.11","Monoarthritis, not elsewhere classified, shoulder","MUS007","Other specified joint disorders"
45591737,"M13.111","Monoarthritis, not elsewhere classified, right shoulder","MUS007","Other specified joint disorders"
45591738,"M13.112","Monoarthritis, not elsewhere classified, left shoulder","MUS007","Other specified joint disorders"
45601344,"M13.119","Monoarthritis, not elsewhere classified, unspecified shoulder","MUS007","Other specified joint disorders"
1570297,"M13.12","Monoarthritis, not elsewhere classified, elbow","MUS007","Other specified joint disorders"
45606115,"M13.121","Monoarthritis, not elsewhere classified, right elbow","MUS007","Other specified joint disorders"
45538680,"M14.80","Arthropathies in other specified diseases classified elsewhere, unspecified site","MUS007","Other specified joint disorders"
45543477,"M14.811","Arthropathies in other specified diseases classified elsewhere, right shoulder","MUS007","Other specified joint disorders"
45596486,"M14.812","Arthropathies in other specified diseases classified elsewhere, left shoulder","MUS007","Other specified joint disorders"
45601346,"M14.819","Arthropathies in other specified diseases classified elsewhere, unspecified shoulder","MUS007","Other specified joint disorders"
45596487,"M14.821","Arthropathies in other specified diseases classified elsewhere, right elbow","MUS007","Other specified joint disorders"
45596488,"M14.822","Arthropathies in other specified diseases classified elsewhere, left elbow","MUS007","Other specified joint disorders"
45606122,"M14.829","Arthropathies in other specified diseases classified elsewhere, unspecified elbow","MUS007","Other specified joint disorders"
45606123,"M14.831","Arthropathies in other specified diseases classified elsewhere, right wrist","MUS007","Other specified joint disorders"
45577159,"M14.832","Arthropathies in other specified diseases classified elsewhere, left wrist","MUS007","Other specified joint disorders"
45582055,"M14.839","Arthropathies in other specified diseases classified elsewhere, unspecified wrist","MUS007","Other specified joint disorders"
45596489,"M14.841","Arthropathies in other specified diseases classified elsewhere, right hand","MUS007","Other specified joint disorders"
45582056,"M14.842","Arthropathies in other specified diseases classified elsewhere, left hand","MUS007","Other specified joint disorders"
45543478,"M14.849","Arthropathies in other specified diseases classified elsewhere, unspecified hand","MUS007","Other specified joint disorders"
45562644,"M14.851","Arthropathies in other specified diseases classified elsewhere, right hip","MUS007","Other specified joint disorders"
45577160,"M14.852","Arthropathies in other specified diseases classified elsewhere, left hip","MUS007","Other specified joint disorders"
45606124,"M14.859","Arthropathies in other specified diseases classified elsewhere, unspecified hip","MUS007","Other specified joint disorders"
45606125,"M14.861","Arthropathies in other specified diseases classified elsewhere, right knee","MUS007","Other specified joint disorders"
45577161,"M14.862","Arthropathies in other specified diseases classified elsewhere, left knee","MUS007","Other specified joint disorders"
45582059,"M18.30","Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, unspecified hand","MUS006","Osteoarthritis"
45538685,"M18.31","Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, right hand","MUS006","Osteoarthritis"
45553097,"M18.32","Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, left hand","MUS006","Osteoarthritis"
35208779,"M18.4","Other bilateral secondary osteoarthritis of first carpometacarpal joints","MUS006","Osteoarthritis"
45538686,"M18.50","Other unilateral secondary osteoarthritis of first carpometacarpal joint, unspecified hand","MUS006","Osteoarthritis"
45586890,"M18.51","Other unilateral secondary osteoarthritis of first carpometacarpal joint, right hand","MUS006","Osteoarthritis"
45567471,"M18.52","Other unilateral secondary osteoarthritis of first carpometacarpal joint, left hand","MUS006","Osteoarthritis"
35208780,"M18.9","Osteoarthritis of first carpometacarpal joint, unspecified","MUS006","Osteoarthritis"
45591743,"M19.011","Primary osteoarthritis, right shoulder","MUS006","Osteoarthritis"
45567472,"M19.012","Primary osteoarthritis, left shoulder","MUS006","Osteoarthritis"
45538687,"M19.019","Primary osteoarthritis, unspecified shoulder","MUS006","Osteoarthritis"
45533746,"M19.021","Primary osteoarthritis, right elbow","MUS006","Osteoarthritis"
45533747,"M19.022","Primary osteoarthritis, left elbow","MUS006","Osteoarthritis"
45606131,"M19.029","Primary osteoarthritis, unspecified elbow","MUS006","Osteoarthritis"
45591744,"M19.031","Primary osteoarthritis, right wrist","MUS006","Osteoarthritis"
45572374,"M19.032","Primary osteoarthritis, left wrist","MUS006","Osteoarthritis"
45586891,"M19.039","Primary osteoarthritis, unspecified wrist","MUS006","Osteoarthritis"
45596495,"M19.041","Primary osteoarthritis, right hand","MUS006","Osteoarthritis"
45557807,"M19.042","Primary osteoarthritis, left hand","MUS006","Osteoarthritis"
45533748,"M19.049","Primary osteoarthritis, unspecified hand","MUS006","Osteoarthritis"
45586892,"M19.071","Primary osteoarthritis, right ankle and foot","MUS006","Osteoarthritis"
45601354,"M19.072","Primary osteoarthritis, left ankle and foot","MUS006","Osteoarthritis"
45557808,"M19.079","Primary osteoarthritis, unspecified ankle and foot","MUS006","Osteoarthritis"
725378,"M19.09","Primary osteoarthritis, other specified site","MUS006","Osteoarthritis"
45606132,"M19.111","Post-traumatic osteoarthritis, right shoulder","MUS006","Osteoarthritis"
45543485,"M19.112","Post-traumatic osteoarthritis, left shoulder","MUS006","Osteoarthritis"
45553098,"M19.119","Post-traumatic osteoarthritis, unspecified shoulder","MUS006","Osteoarthritis"
45572375,"M19.121","Post-traumatic osteoarthritis, right elbow","MUS006","Osteoarthritis"
45543486,"M19.122","Post-traumatic osteoarthritis, left elbow","MUS006","Osteoarthritis"
45562649,"M19.129","Post-traumatic osteoarthritis, unspecified elbow","MUS006","Osteoarthritis"
45562650,"M19.131","Post-traumatic osteoarthritis, right wrist","MUS006","Osteoarthritis"
45548323,"M19.132","Post-traumatic osteoarthritis, left wrist","MUS006","Osteoarthritis"
45548324,"M19.139","Post-traumatic osteoarthritis, unspecified wrist","MUS006","Osteoarthritis"
45596497,"M19.141","Post-traumatic osteoarthritis, right hand","MUS006","Osteoarthritis"
45582061,"M19.142","Post-traumatic osteoarthritis, left hand","MUS006","Osteoarthritis"
45586893,"M19.149","Post-traumatic osteoarthritis, unspecified hand","MUS006","Osteoarthritis"
45567473,"M19.171","Post-traumatic osteoarthritis, right ankle and foot","MUS006","Osteoarthritis"
45582062,"M19.172","Post-traumatic osteoarthritis, left ankle and foot","MUS006","Osteoarthritis"
45548325,"M19.179","Post-traumatic osteoarthritis, unspecified ankle and foot","MUS006","Osteoarthritis"
725379,"M19.19","Post-traumatic osteoarthritis, other specified site","MUS006","Osteoarthritis"
45586912,"M20.021","Boutonniere deformity of right finger(s)","MUS023","Acquired deformities (excluding foot)"
45533773,"M20.022","Boutonniere deformity of left finger(s)","MUS023","Acquired deformities (excluding foot)"
45606151,"M20.029","Boutonniere deformity of unspecified finger(s)","MUS023","Acquired deformities (excluding foot)"
45533775,"M20.031","Swan-neck deformity of right finger(s)","MUS023","Acquired deformities (excluding foot)"
45591766,"M20.032","Swan-neck deformity of left finger(s)","MUS023","Acquired deformities (excluding foot)"
45596511,"M20.039","Swan-neck deformity of unspecified finger(s)","MUS023","Acquired deformities (excluding foot)"
45591769,"M21.271","Flexion deformity, right ankle and toes","MUS023","Acquired deformities (excluding foot)"
45538701,"M21.272","Flexion deformity, left ankle and toes","MUS023","Acquired deformities (excluding foot)"
45582085,"M21.279","Flexion deformity, unspecified ankle and toes","MUS023","Acquired deformities (excluding foot)"
45543518,"M21.331","Wrist drop, right wrist","MUS023","Acquired deformities (excluding foot)"
45596520,"M21.332","Wrist drop, left wrist","MUS023","Acquired deformities (excluding foot)"
45538702,"M21.339","Wrist drop, unspecified wrist","MUS023","Acquired deformities (excluding foot)"
45596521,"M21.371","Foot drop, right foot","MUS021","Acquired foot deformities"
45538703,"M21.372","Foot drop, left foot","MUS021","Acquired foot deformities"
45533780,"M21.379","Foot drop, unspecified foot","MUS021","Acquired foot deformities"
45591784,"M23.601","Other spontaneous disruption of unspecified ligament of right knee","MUS007","Other specified joint disorders"
45533790,"M23.602","Other spontaneous disruption of unspecified ligament of left knee","MUS007","Other specified joint disorders"
45582096,"M23.609","Other spontaneous disruption of unspecified ligament of unspecified knee","MUS007","Other specified joint disorders"
45577203,"M23.611","Other spontaneous disruption of anterior cruciate ligament of right knee","MUS007","Other specified joint disorders"
45553125,"M23.612","Other spontaneous disruption of anterior cruciate ligament of left knee","MUS007","Other specified joint disorders"
45577204,"M23.619","Other spontaneous disruption of anterior cruciate ligament of unspecified knee","MUS007","Other specified joint disorders"
45586926,"M23.621","Other spontaneous disruption of posterior cruciate ligament of right knee","MUS007","Other specified joint disorders"
45596533,"M23.622","Other spontaneous disruption of posterior cruciate ligament of left knee","MUS007","Other specified joint disorders"
45548369,"M23.629","Other spontaneous disruption of posterior cruciate ligament of unspecified knee","MUS007","Other specified joint disorders"
45586927,"M23.631","Other spontaneous disruption of medial collateral ligament of right knee","MUS007","Other specified joint disorders"
45577205,"M23.632","Other spontaneous disruption of medial collateral ligament of left knee","MUS007","Other specified joint disorders"
45572404,"M23.639","Other spontaneous disruption of medial collateral ligament of unspecified knee","MUS007","Other specified joint disorders"
45538721,"M24.131","Other articular cartilage disorders, right wrist","MUS007","Other specified joint disorders"
45596537,"M24.132","Other articular cartilage disorders, left wrist","MUS007","Other specified joint disorders"
45606179,"M24.139","Other articular cartilage disorders, unspecified wrist","MUS007","Other specified joint disorders"
45543536,"M24.141","Other articular cartilage disorders, right hand","MUS007","Other specified joint disorders"
45533795,"M24.142","Other articular cartilage disorders, left hand","MUS007","Other specified joint disorders"
45557838,"M24.149","Other articular cartilage disorders, unspecified hand","MUS007","Other specified joint disorders"
45543537,"M24.151","Other articular cartilage disorders, right hip","MUS007","Other specified joint disorders"
45543538,"M24.152","Other articular cartilage disorders, left hip","MUS007","Other specified joint disorders"
45553135,"M24.159","Other articular cartilage disorders, unspecified hip","MUS007","Other specified joint disorders"
45562681,"M24.171","Other articular cartilage disorders, right ankle","MUS007","Other specified joint disorders"
45567510,"M24.172","Other articular cartilage disorders, left ankle","MUS007","Other specified joint disorders"
45577207,"M24.173","Other articular cartilage disorders, unspecified ankle","MUS007","Other specified joint disorders"
45548375,"M24.174","Other articular cartilage disorders, right foot","MUS007","Other specified joint disorders"
45586929,"M24.175","Other articular cartilage disorders, left foot","MUS007","Other specified joint disorders"
45553136,"M24.176","Other articular cartilage disorders, unspecified foot","MUS007","Other specified joint disorders"
725381,"M24.19","Other articular cartilage disorders, other specified site","MUS007","Other specified joint disorders"
45582099,"M24.20","Disorder of ligament, unspecified site","MUS007","Other specified joint disorders"
45606180,"M24.211","Disorder of ligament, right shoulder","MUS007","Other specified joint disorders"
45567511,"M24.212","Disorder of ligament, left shoulder","MUS007","Other specified joint disorders"
45543539,"M24.219","Disorder of ligament, unspecified shoulder","MUS007","Other specified joint disorders"
45533796,"M24.221","Disorder of ligament, right elbow","MUS007","Other specified joint disorders"
45567512,"M24.222","Disorder of ligament, left elbow","MUS007","Other specified joint disorders"
45533797,"M24.229","Disorder of ligament, unspecified elbow","MUS007","Other specified joint disorders"
45591788,"M24.231","Disorder of ligament, right wrist","MUS007","Other specified joint disorders"
45533798,"M24.232","Disorder of ligament, left wrist","MUS007","Other specified joint disorders"
45591789,"M24.239","Disorder of ligament, unspecified wrist","MUS007","Other specified joint disorders"
45562682,"M24.241","Disorder of ligament, right hand","MUS007","Other specified joint disorders"
45562683,"M24.242","Disorder of ligament, left hand","MUS007","Other specified joint disorders"
45586930,"M24.249","Disorder of ligament, unspecified hand","MUS007","Other specified joint disorders"
45548376,"M24.251","Disorder of ligament, right hip","MUS007","Other specified joint disorders"
45562684,"M24.252","Disorder of ligament, left hip","MUS007","Other specified joint disorders"
45606181,"M24.259","Disorder of ligament, unspecified hip","MUS007","Other specified joint disorders"
45533799,"M24.271","Disorder of ligament, right ankle","MUS007","Other specified joint disorders"
45557840,"M24.272","Disorder of ligament, left ankle","MUS007","Other specified joint disorders"
45582100,"M24.273","Disorder of ligament, unspecified ankle","MUS007","Other specified joint disorders"
45557841,"M24.274","Disorder of ligament, right foot","MUS007","Other specified joint disorders"
45606182,"M24.275","Disorder of ligament, left foot","MUS007","Other specified joint disorders"
45591790,"M24.276","Disorder of ligament, unspecified foot","MUS007","Other specified joint disorders"
45601399,"M24.28","Disorder of ligament, vertebrae","MUS007","Other specified joint disorders"
725382,"M24.29","Disorder of ligament, other specified site","MUS007","Other specified joint disorders"
45586934,"M24.80","Other specific joint derangements of unspecified joint, not elsewhere classified","MUS007","Other specified joint disorders"
45553144,"M24.811","Other specific joint derangements of right shoulder, not elsewhere classified","MUS007","Other specified joint disorders"
45543545,"M24.812","Other specific joint derangements of left shoulder, not elsewhere classified","MUS007","Other specified joint disorders"
45572414,"M24.819","Other specific joint derangements of unspecified shoulder, not elsewhere classified","MUS007","Other specified joint disorders"
45533806,"M24.821","Other specific joint derangements of right elbow, not elsewhere classified","MUS007","Other specified joint disorders"
45562690,"M24.822","Other specific joint derangements of left elbow, not elsewhere classified","MUS007","Other specified joint disorders"
45586935,"M24.829","Other specific joint derangements of unspecified elbow, not elsewhere classified","MUS007","Other specified joint disorders"
45582107,"M24.831","Other specific joint derangements of right wrist, not elsewhere classified","MUS007","Other specified joint disorders"
45553145,"M24.832","Other specific joint derangements of left wrist, not elsewhere classified","MUS007","Other specified joint disorders"
45548383,"M24.839","Other specific joint derangements of unspecified wrist, not elsewhere classified","MUS007","Other specified joint disorders"
45567523,"M24.841","Other specific joint derangements of right hand, not elsewhere classified","MUS007","Other specified joint disorders"
45591797,"M24.842","Other specific joint derangements of left hand, not elsewhere classified","MUS007","Other specified joint disorders"
45606189,"M24.849","Other specific joint derangements of unspecified hand, not elsewhere classified","MUS007","Other specified joint disorders"
45553146,"M24.851","Other specific joint derangements of right hip, not elsewhere classified","MUS007","Other specified joint disorders"
45538732,"M24.852","Other specific joint derangements of left hip, not elsewhere classified","MUS007","Other specified joint disorders"
45572415,"M24.859","Other specific joint derangements of unspecified hip, not elsewhere classified","MUS007","Other specified joint disorders"
45601412,"M24.871","Other specific joint derangements of right ankle, not elsewhere classified","MUS007","Other specified joint disorders"
45606190,"M24.872","Other specific joint derangements of left ankle, not elsewhere classified","MUS007","Other specified joint disorders"
45601413,"M24.873","Other specific joint derangements of unspecified ankle, not elsewhere classified","MUS007","Other specified joint disorders"
45543546,"M24.874","Other specific joint derangements of right foot, not elsewhere classified","MUS007","Other specified joint disorders"
45553147,"M24.875","Other specific joint derangements left foot, not elsewhere classified","MUS007","Other specified joint disorders"
